sem,prof,dept,course_nbr,course_name,a1,a2,a3,b1,b2,b3,c1,c2,c3,d1,d2,d3,f
Aggregate,"MALLIN, ERIC S",E,379R,1- CMP RDG/ADAPTATION OF FILM,0,3,6,2,3,2,2,0,0,0,0,0,0
Aggregate,"PARK, SANG-HOON",KOR,330,1-ADV CONVERSATION IN KOREAN,0,16,1,0,1,0,0,0,0,0,0,0,0
Aggregate,"COIBION, OLIVIER",ECO,387E,1-ADV MACROECONOMIC ANALYSIS I,0,7,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"SKERRETT, ALLISON",EDC,370S,1-ADV METHS ENG/LANG ARTS/READ,0,3,3,3,1,0,0,0,0,0,0,0,0
Aggregate,"ROHAL, TODD",RTF,343,1-ADV NARRATIVE PRODUCTION,0,6,15,1,0,0,0,1,0,0,0,0,0
Aggregate,"SCHIESARI, NANCY",RTF,343,1-ADV NARRATIVE PRODUCTION,0,4,5,3,4,0,1,0,0,1,0,0,0
Aggregate,"SILVERSTEIN, ANNA SOPHIA",RTF,343,1-ADV NARRATIVE PRODUCTION,0,31,3,4,2,0,0,1,0,0,0,0,0
Aggregate,"KOIKE, DALE A",SPN,367K,1-ADV ORAL EXP FOR TEACHERS,0,3,7,1,4,0,0,0,0,0,0,0,0
Aggregate,"MCALLISTER, JOHN J",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,3,2,1,2,3,0,0,0,0,0,0,0
Aggregate,"POYSER, BRYAN K",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,13,7,6,3,1,0,0,0,0,0,1,0
Aggregate,"THORNE, BEAU M",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,19,0,0,0,2,1,1,0,0,1,0,0
Aggregate,"WEINERT, SUZANNE",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,19,1,2,2,1,0,0,0,0,0,0,0
Aggregate,"WILLETT, THOMAS",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,45,15,7,9,5,1,0,0,0,0,0,2
Aggregate,"BAYS, BENJAMIN L",RTF,344N,1-ADV VFX & MOTION GRAPHICS,0,13,5,1,0,0,0,0,0,0,0,0,0
Aggregate,"ALMAZAN, ANDRES",FIN,394,1-ADVANCED CORPORATE FINANCE,0,15,13,8,11,0,0,0,0,0,0,0,0
Aggregate,"ALTI, AYDOGAN",FIN,394,1-ADVANCED CORPORATE FINANCE,0,16,20,13,1,0,0,0,0,0,0,0,0
Aggregate,"COHN, JONATHAN B",FIN,394,1-ADVANCED CORPORATE FINANCE,0,104,43,57,46,0,0,0,0,0,0,0,0
Aggregate,"DREXLER, ALEJANDRO H",FIN,394,1-ADVANCED CORPORATE FINANCE,0,10,9,2,2,0,0,0,0,0,0,0,0
Aggregate,"LEE, INMOO",FIN,394,1-ADVANCED CORPORATE FINANCE,0,10,8,10,13,0,0,0,0,0,0,0,0
Aggregate,"ABREVAYA, JASON I",ECO,348K,1-ADVANCED ECONOMETRICS,0,10,5,7,0,0,0,0,0,0,0,0,0
Aggregate,"SANDERS, BOB G",BIO,394M,1-ADVANCED IMMUNOLOGY,0,1,4,1,0,0,0,0,0,0,0,0,0
Aggregate,"TUCKER, HALEY O",BIO,394M,1-ADVANCED IMMUNOLOGY,0,4,2,2,0,0,0,0,0,0,0,0,0
Aggregate,"DOBIAS, LISA Z",ADV,377,1-ADVANCED MEDIA STRATEGIES,0,141,45,19,5,1,0,2,0,0,0,0,0
Aggregate,"BERBEROGLU, HALIL",M E,381Q,1-ADVANCED THERMODYNAMICS,0,4,8,5,3,2,0,0,0,0,0,0,0
Aggregate,"ELLZEY, JANET L",M E,381Q,1-ADVANCED THERMODYNAMICS,0,6,5,3,4,0,0,1,0,0,0,0,0
Aggregate,"BAYS, BENJAMIN L",RTF,344N,1-ADVANCED VISUAL EFFECTS,0,18,4,2,2,3,0,0,0,0,0,0,1
Aggregate,"FREELAND, JEANNE H",NTR,390,1-ADVANCES IN NUTRITNL SCI I,0,17,9,2,1,0,0,0,0,0,0,0,0
Aggregate,"DECHAVEZ, YVETTE M",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,14,3,1,1,0,0,0,0,0,0,0,0
Aggregate,"DOSPIL, JORDAN S",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,13,0,1,1,0,0,0,0,0,0,0,0
Aggregate,"MILLS, REGINA M",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,4,1,2,2,3,0,1,1,0,1,0,1
Aggregate,"RICHARDSON, MATTHEW T",AFR,317F,1-AFRICAN AMERICAN LIT AND CUL,0,3,4,3,1,0,0,0,0,0,0,0,0
Aggregate,"WILKS, JENNIFER M",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,6,8,12,13,7,1,1,0,0,0,0,0
Aggregate,"WOODARD, HELENA",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,16,11,5,5,5,0,0,5,0,0,1,1
Aggregate,"SCHUSSEL, FRANKY L",ASL,350,1-AMERICAN SIGN LANGUAGE LIT,0,4,4,3,1,0,0,0,0,0,0,0,0
Aggregate,"BUI, TAN T",ASE,380P,1-ANALYTICAL METHODS I,0,7,6,2,1,2,0,0,0,0,0,0,0
Aggregate,"HENRY, MAYA L",CSD,293F,1-APHASIA,0,26,12,7,2,0,0,0,0,0,0,0,0
Aggregate,"MARQUARDT, THOMAS P",CSD,293F,1-APHASIA,0,31,25,10,1,0,0,0,0,0,0,0,0
Aggregate,"HASENBEIN, JOHN J",ORI,390R,1-APPLIED PROBABILITY,0,24,15,10,6,0,0,0,0,0,0,0,0
Aggregate,"LEIBOWICZ, BENJAMIN D",ORI,390R,1-APPLIED PROBABILITY,0,8,8,10,3,3,2,0,0,0,0,0,0
Aggregate,"CAREY, ANGELA A",CSD,394K,1-AURAL HABILITATION,0,17,4,0,0,0,0,0,0,0,0,0,0
Aggregate,"CURRAN, TINA M",T D,302T,1-BALLET I,0,14,1,2,0,1,0,1,1,0,0,0,0
Aggregate,"GNAGY, ERIK",PED,107D,1-BEGINNING GOLF,0,118,3,7,11,0,2,0,0,0,2,0,3
Aggregate,"BECKWITH, KIMBERLY A",PED,105C,1-BEGINNING HANDBALL,0,64,12,0,1,0,0,0,0,0,0,0,2
Aggregate,"LEE, CECIL W",PED,105C,1-BEGINNING HANDBALL,0,51,3,0,1,1,0,0,1,0,0,0,0
Aggregate,"SANDERS, MICHAEL T",PED,105C,1-BEGINNING HANDBALL,0,10,0,0,1,0,0,0,0,0,0,0,1
Aggregate,"YOON, SAN",PED,105T,1-BEGINNING JUDO,0,28,2,1,0,1,0,0,0,0,0,0,2
Aggregate,"YOON, SAN",PED,105R,1-BEGINNING KARATE/TAE KWON DO,0,280,23,14,6,1,2,0,0,0,0,0,7
Aggregate,"RICH, GEOFF B",PED,108J,1-BEGINNING POWER VOLLEYBALL,0,94,2,2,9,0,0,3,0,0,0,0,4
Aggregate,"BECKWITH, KIMBERLY A",PED,104R,1-BEGINNING RACQUETBALL,0,59,11,1,4,0,0,0,0,0,0,0,0
Aggregate,"LEE, CECIL W",PED,104R,1-BEGINNING RACQUETBALL,0,13,3,0,0,0,0,0,0,0,0,0,0
Aggregate,"SANDERS, MICHAEL T",PED,104R,1-BEGINNING RACQUETBALL,0,17,3,1,0,0,0,0,0,0,0,0,0
Aggregate,"MCLAGAN, NICOLE K",PED,106D,1-BEGINNING RUNNING I,0,88,0,0,5,0,0,1,0,0,1,0,1
Aggregate,"MILLER, CAMPBELL L",PED,103L,1-BEGINNING SOCIAL DANCE-MEN,0,368,49,18,25,13,8,6,4,2,1,0,11
Aggregate,"MILLER, CAMPBELL L",PED,103L,1-BEGINNING SOCIAL DANCE-WOMEN,0,434,36,23,22,10,1,5,3,1,1,1,1
Aggregate,"WATSON, RACHEL M",PED,103L,1-BEGINNING SOCL DANCE-FOLLOWS,0,59,4,1,1,1,0,2,0,0,0,1,1
Aggregate,"WATSON, RACHEL M",PED,103L,1-BEGINNING SOCL DANCE-LEADS,0,51,5,2,0,5,0,3,1,0,0,0,2
Aggregate,"CROWLEY, DON S JR",PED,101J,1-BEGINNING SWIMMING I,0,33,0,3,0,0,0,0,0,0,0,0,0
Aggregate,"GOTTLICH, SAMANTHA R",PED,104P,1-BEGINNING TENNIS,0,109,0,5,6,0,1,5,0,0,1,0,7
Aggregate,"SANDERS, MICHAEL T",PED,104P,1-BEGINNING TENNIS,0,438,27,21,14,9,4,3,1,0,1,0,12
Aggregate,"ALLEN, DOUGLAS G",EDP,383,1-BIO BASIS OF BEHAVIOR,0,36,8,2,0,0,0,0,0,0,0,0,0
Aggregate,"ROBERTSON, JOHN A",LAW,264C,1-BIOETHICS,1,3,0,2,0,0,1,0,0,0,1,0,0
Aggregate,"GILL, LYNDON K",AFR,317E,1-BLACK QUEER DIASPORA AESTHS,0,4,11,7,2,0,0,0,0,0,0,0,0
Aggregate,"SUGGS, LAURA J",BME,382J,1-CELL AND TISSUE ENGINEERING,0,1,1,3,1,1,0,0,0,0,0,0,0
Aggregate,"ZOLDAN, JANETA",BME,382J,1-CELL AND TISSUE ENGINEERING,0,2,3,1,0,0,0,0,0,0,0,0,0
Aggregate,"RUSSI, CINZIA",ITL,330K,1-CHANGE/VAR CONTEMP ITALIAN,0,11,7,5,7,2,2,3,0,0,0,1,1
Aggregate,"HAZEN-SWANN, NANCY L",HDF,395,1-CHILD AND ADOLESCENT DEVEL,0,9,2,1,0,0,0,0,0,0,0,0,0
Aggregate,"BANNARD, COLIN J",LIN,373,1-CHILD LANGUAGE,0,7,10,5,2,0,1,0,0,0,0,0,0
Aggregate,"VAN DER FEEST, SUZANNE V",LIN,373,1-CHILD LANGUAGE,0,23,5,4,9,2,0,0,0,0,0,0,1
Aggregate,"SCALA, ELIZABETH D",E,350E,1-CLASCL/SRIPTL BCKGRND OF LIT,0,2,3,4,5,2,0,0,0,0,0,0,0
Aggregate,"WOODS, MARJORIE C",E,350E,1-CLASCL/SRIPTL BCKGRND OF LIT,0,4,9,2,0,0,0,1,0,0,0,0,0
Aggregate,"CALZADA, ESTHER",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,7,17,8,5,0,0,0,0,0,0,0,0
Aggregate,"FRANKLIN, CYNTHIA G",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,6,17,11,1,2,0,0,0,0,0,0,0
Aggregate,"MONTGOMERY, ARLENE K",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,16,6,0,0,0,0,0,0,0,0,0,0
Aggregate,"SUDOLSKY, MITCHELL",S W,N393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,3,6,2,2,1,2,0,3,0,0,0,0
Aggregate,"WINSTON, CHRISTINE D",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,15,10,2,0,0,0,0,0,0,0,0,0
Aggregate,"SLETTO, BJORN I",CRP,391D,1-COLLOQ ON PLANNING ISSUES,0,3,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"OZANNE, RACHEL L",HIS,317L,1-COLONIAL AMERICA,0,3,2,4,5,4,1,1,0,0,0,0,4
Aggregate,"VANGELISTI, ANITA L",CMS,386R,1-COMMUNICATN IN RELATIONSHIPS,0,3,5,0,0,0,0,0,0,0,0,0,0
Aggregate,"MINK, BARBARA P",EDA,391K,1-COMMUNITY COLLEGES,0,5,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"EREZ, MATTAN",E E,382N,1-COMPUTER ARCHITECTURE,0,13,4,0,3,0,0,0,0,0,0,0,0
Aggregate,"PATT, YALE N",E E,382N,1-COMPUTER ARCHITECTURE,0,11,6,7,5,2,0,1,0,0,0,0,0
Aggregate,"SULEMAN, MUHAMMAD A",E E,382N,1-COMPUTER ARCHITECTURE,0,24,3,6,1,1,0,0,0,0,0,0,0
Aggregate,"CARLSON, CINDY I",EDP,382,1-CONSULTATION THEORY AND PROC,0,12,0,2,0,0,0,0,0,0,0,0,0
Aggregate,"MOORE, LORRAINE M",POR,350F,1-CONTEMPORARY BRAZILIAN FILM,0,11,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"CHANG, SUNG-SHENG",CHI,340,1-CONTEMPORARY CHINESE LIT,0,8,2,2,1,0,0,0,0,0,0,0,1
Aggregate,"JOHNSON, THOMAS J",J,381,1-CONTENT ANALYSIS,0,4,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"SCHROEDER-ARCE, ROXANNE",T D,351T,1-CREATIVE DRAMA II,0,14,3,0,0,0,0,0,0,0,0,0,0
Aggregate,"SIMONS, SARA M",T D,351T,1-CREATIVE DRAMA II,0,10,1,0,3,0,0,0,0,0,0,0,0
Aggregate,"DORN, EDWIN",LAH,350,1-DEFENSE POLICY,0,8,1,0,1,0,0,0,0,0,0,0,0
Aggregate,"COOPER, JOHN",CSD,293E,1-DYSPHAGIA,0,10,15,3,4,1,1,0,0,0,0,0,0
Aggregate,"MEDFORD, CYDNEY M",CSD,293E,1-DYSPHAGIA,0,17,13,5,1,0,0,0,0,0,0,0,0
Aggregate,"SHERRARD, KYLA C",CSD,293E,1-DYSPHAGIA,0,61,0,0,7,0,0,0,0,0,0,0,0
Aggregate,"VAN HORN, PATRICK",ECO,323T,1-ECONOMIC HISTORY OF THE US,0,13,26,15,31,20,11,22,10,5,4,0,1
Aggregate,"SCHNEIDER, HELEN",ECO,330T,1-ECONOMICS OF HEALTH,0,38,33,29,37,23,17,23,12,4,7,4,9
Aggregate,"SVENSEN, ERIC P",GOV,370L,1-ELECTION CAMPAIGNS,0,14,3,1,2,1,0,0,0,0,0,0,0
Aggregate,"DJURDJANOVIC, DRAGAN",M E,380Q,1-ENGR ANLY: ANALYTICAL METHS,0,2,6,1,2,1,0,0,0,0,0,0,0
Aggregate,"MOON, TESSIE J",M E,380Q,1-ENGR ANLY: ANALYTICAL METHS,0,5,4,3,1,0,0,0,0,0,0,0,0
Aggregate,"MINICH, JULIE A",MAS,319,1-ETHNCTY & GENDER: LA CHICANA,0,2,9,6,5,2,0,0,0,0,0,0,0
Aggregate,"LOUIS, WILLIAM R",HIS,380L,1-EUR IMPERIAL: BRIT EMPIRE,0,3,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"BORICH, GARY D",EDP,482K,1-EXP DSGN AND STAT INF-NONMAJ,0,31,0,0,8,0,0,0,0,0,0,0,0
Aggregate,"PITUCH, KEENAN A",EDP,482K,1-EXP DSGN AND STAT INFER-MAJS,0,14,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"EMMER, EDMUND T",EDP,482K,1-EXPER DESIGN AND STAT INFER,0,16,12,5,8,4,0,1,0,0,0,0,0
Aggregate,"PITUCH, KEENAN A",EDP,482K,1-EXPER DESIGN AND STAT INFER,0,21,3,1,0,0,0,0,0,0,0,0,0
Aggregate,"LINDSTROM, NAOMI E",SPN,355,1-FANTASTIC FICTION LAT AMER,0,9,0,0,7,0,0,3,0,0,1,0,0
Aggregate,"MIMS, STEPHEN J",RTF,368S,1-FILM PRODUCTION THESIS,0,14,5,0,1,1,0,3,0,0,0,0,0
Aggregate,"ODEN, MICHAEL",CRP,381,1-FINANCING PUBLIC SERVICES,0,12,21,0,0,0,0,0,0,0,0,0,0
Aggregate,"ATIASE, FLORENCE J",ACC,380K,1-FINCL ACC STANDS AND ANLY I,0,46,37,54,29,0,0,0,0,0,0,0,0
Aggregate,"SPELLMAN, LEWIS J",FIN,390,1-FINCL MARKETS & INSTITUTIONS,0,45,37,21,34,5,1,3,0,0,0,0,0
Aggregate,"CHEHRAZI, NAVEED",R M,392,1-FINCL MODELING & OPTIMIZATN,0,22,5,0,1,0,0,0,0,0,0,0,0
Aggregate,"CIARLA, JESSICA",TXA,264L,1-FLAT PATTERN,0,14,8,1,1,0,0,1,0,0,0,0,0
Aggregate,"CRAIG, JANE S",TXA,264L,1-FLAT PATTERN,0,11,7,1,20,10,0,0,1,0,0,0,0
Aggregate,"VILLARREAL, NICOLE",TXA,264L,1-FLAT PATTERN,0,2,6,2,9,2,2,2,2,0,0,0,0
Aggregate,"GOLDSTEIN, DAVID B",ASE,382Q,1-FOUNDATNS OF FLUID MECHANICS,0,5,4,8,4,1,0,0,0,0,0,0,0
Aggregate,"HANDLER, ROBERT",ASE,382Q,1-FOUNDATNS OF FLUID MECHANICS,0,5,9,8,2,1,1,2,0,0,0,0,0
Aggregate,"RAJA, L L",ASE,382Q,1-FOUNDATNS OF FLUID MECHANICS,0,14,14,7,2,0,0,0,0,0,0,0,0
Aggregate,"MASLOWSKY, JULIE",HED,370K,1-FOUNDATNS OF HLTH PROMOTN I,0,59,32,19,35,8,5,13,2,1,0,1,3
Aggregate,"PASCH, KERYN E",HED,370K,1-FOUNDATNS OF HLTH PROMOTN I,0,34,29,7,19,3,4,4,2,1,0,0,1
Aggregate,"SPAULDING, CAROL J",HED,370K,1-FOUNDATNS OF HLTH PROMOTN I,0,47,18,15,13,1,2,2,1,0,0,0,0
Aggregate,"CALDAS, CARLOS H",C E,395U,1-FRONT-END & CONTRACTOR PLAN,0,26,4,0,2,1,0,0,0,0,0,0,0
Aggregate,"BERETVAS, SUSAN N",EDP,380E,1-FUNDAMENTAL STATISTICS,0,65,1,1,0,0,0,0,0,0,0,0,0
Aggregate,"BORICH, GARY D",EDP,380E,1-FUNDAMENTAL STATISTICS,0,32,3,0,5,0,0,0,0,0,0,0,0
Aggregate,"COLLINS, SARAH M",EDP,380E,1-FUNDAMENTAL STATISTICS,0,18,3,1,2,0,0,0,0,0,0,0,1
Aggregate,"HIDROVO CHAVEZ, CARLOS H",M E,381P,1-FUNDMTL OF INCOMPRESSBL FLOW,0,8,6,4,5,3,0,0,0,0,0,0,0
Aggregate,"TOPRAC, PAUL K",ART,379S,1-GAME DEVEL CPSTN: 2-D GAMES,0,8,1,1,0,0,1,0,0,0,0,0,0
Aggregate,"HUMMER, ROBERT A",SOC,389K,1-GEN APPROACH TO STUDY OF POP,0,7,2,1,0,0,0,0,0,0,0,0,0
Aggregate,"DOMINGUEZ-RUVALCABA, HECT",SPN,350K,1-GEND ISS CONTEMP LAT AM CIN,0,28,9,3,6,4,2,0,0,0,0,1,0
Aggregate,"GILMSON, SOPHIA",MUS,281P,1-GRADUATE PEDAGOGY: PIANO I,0,6,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"TRATTNER, MARIAN E",HED,378D,1-HEALTHY HORNS,0,4,11,3,0,0,0,0,0,0,0,0,0
Aggregate,"HANBY, SHANNON C",HED,378D,1-HEALTHYHORNS,0,14,2,5,0,0,0,0,0,0,0,0,0
Aggregate,"AMORUSO, MICHAEL",R S,316U,1-HIST OF RELIGION IN THE US,0,11,4,1,0,0,0,0,0,1,0,0,0
Aggregate,"DORAN, JUSTIN M",R S,316U,1-HIST OF RELIGION IN THE US,0,9,2,1,0,1,0,0,0,0,0,0,0
Aggregate,"LUNDY, STEVEN J",AHC,325,1-HIST OF ROME: THE REPUBLIC,0,4,6,8,7,7,2,4,0,0,1,0,2
Aggregate,"LUSHKOV, AYELET H",AHC,325,1-HIST OF ROME: THE REPUBLIC,0,9,4,8,2,3,2,0,2,0,0,0,1
Aggregate,"RIGGSBY, ANDREW M",AHC,325,1-HIST OF ROME: THE REPUBLIC,0,1,5,0,0,3,2,0,3,0,0,0,0
Aggregate,"KAHN, TERRY D",CRP,388,1-HOUSING DEMAND & PRODUCTION,0,10,7,0,0,0,0,0,0,0,0,0,0
Aggregate,"NEMY, PHILIP P",RTF,347C,1-HOW HOLLYWOOD WORKS-L A,0,0,0,2,8,3,2,3,2,1,0,0,1
Aggregate,"NEMY, PHILIP P",RTF,347C,1-HOW HOLLYWOOD WORKS-LA,0,11,17,19,26,16,9,5,3,1,1,0,1
Aggregate,"CORLISS, STEPHANIE B",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,22,25,20,17,5,4,3,1,0,1,1,5
Aggregate,"FREEMAN, JENNIFER L",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,8,7,5,4,2,0,0,1,0,0,0,0
Aggregate,"WALKER, JOSHUA D",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,22,25,18,10,8,6,1,1,2,1,0,4
Aggregate,"WEINSTEIN, CLAIRE E",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,42,78,46,62,48,21,21,6,7,6,1,18
Aggregate,"BENTLEY-EDWARDS, KEISHA L",EDP,385,1-INDIVIDUAL THRU LIFE CYCLE,0,7,7,2,4,2,0,0,0,0,0,0,0
Aggregate,"NEFF, KRISTIN",EDP,385,1-INDIVIDUAL THRU LIFE CYCLE,0,17,1,0,1,0,0,0,0,0,0,0,0
Aggregate,"DONOVAN-KICKEN, ERIN E",CMS,386K,1-INTERPERSONAL COMM THEORY,0,9,1,2,0,0,0,0,0,0,0,0,0
Aggregate,"RAMAN, VENKATRAMANAN",M E,382N,1-INTRO COMPUTATNL FLUID DYNAM,0,6,0,1,0,1,0,0,0,0,0,0,0
Aggregate,"DONNELL, MICHAEL",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,14,5,4,6,3,1,2,1,0,1,0,0
Aggregate,"MOORE, LESLIE A",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,50,29,16,12,2,4,2,1,0,0,0,3
Aggregate,"ROCHLEN, AARON B",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,36,24,12,18,7,3,3,0,0,0,0,1
Aggregate,"SANCHEZ, DELIDA",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,45,16,8,3,6,1,2,0,0,1,0,2
Aggregate,"LENDECKY, BRIAN R",ACC,287,1-INTRO MANAGERIAL ACC-TEMBA,0,18,19,9,22,3,3,0,0,0,0,0,0
Aggregate,"BERRY, DAINA R",AFR,317D,1-INTRO TO AFRICAN AMER HIST,0,18,15,13,11,10,6,3,4,1,2,1,2
Aggregate,"CHO, ALEXANDER",AMS,315,1-INTRO TO ASIAN AMER STUDIES,0,9,5,3,3,2,2,0,1,1,0,0,1
Aggregate,"NAULT, CURRAN J",AMS,315,1-INTRO TO ASIAN AMER STUDIES,0,5,5,1,0,1,0,0,0,0,0,0,0
Aggregate,"BANNARD, COLIN J",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,14,8,3,1,0,0,0,0,0,0,0,0
Aggregate,"BEAVER, DAVID I",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,14,6,2,0,2,1,1,0,0,1,0,2
Aggregate,"TEODORESCU, VIORICA A",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,4,3,5,5,3,1,0,0,0,0,0,1
Aggregate,"VAN DER FEEST, SUZANNE V",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,16,1,1,2,1,1,0,0,0,0,0,0
Aggregate,"CRAWFORD, RICHARD H",M E,392G,1-INTRO TO COMPUTER GRAPHICS,0,5,1,0,1,0,0,0,0,0,0,0,1
Aggregate,"MURPHY, RICHARD",ECO,385K,1-INTRO TO LABOR ECONOMICS,0,3,4,2,0,0,0,0,0,0,0,0,0
Aggregate,"OETTINGER, GERALD S",ECO,385K,1-INTRO TO LABOR ECONOMICS,0,4,7,4,0,1,0,0,0,0,0,0,0
Aggregate,"ATIASE, ROWLAND",ACC,387,1-INTRO TO MANAGERIAL ACC,0,17,6,10,21,1,0,1,0,0,0,0,0
Aggregate,"YU, GUIHUA",M E,386P,1-INTRO TO PHASE TRANSFORMATNS,0,20,21,10,0,0,0,0,0,0,0,0,0
Aggregate,"BROWN, KEITH C",FIN,397,1-INVESTMENT THEORY & PRAC-IF,0,6,7,3,0,0,0,0,0,0,0,0,0
Aggregate,"LEEDS, SANFORD J",FIN,397,1-INVESTMENT THEORY & PRAC-IF,0,18,13,1,0,0,0,0,0,0,0,0,0
Aggregate,"JOHNSON, TRAVIS L",FIN,397,1-INVESTMENT THEORY & PRAC-MPA,0,3,4,5,0,0,0,0,0,0,0,0,0
Aggregate,"JOHNSON, TRAVIS L",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,15,20,9,22,5,0,0,0,0,0,0,0
Aggregate,"MCABEER, IAN P",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,10,7,7,4,3,0,0,0,0,0,0,0
Aggregate,"RITTER, JOHN T",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,16,20,12,14,0,0,0,0,0,0,0,0
Aggregate,"SCHNEIDER, JAN",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,4,5,5,5,1,0,0,0,0,0,0,0
Aggregate,"LEEDS, SANFORD J",FIN,F397,1-INVESTMENT THRY/PRAC-EMBA,0,10,5,2,12,1,0,0,0,0,0,0,0
Aggregate,"MOORE, LESLIE A",EDP,312,1-ISSUES/DEBATES IN LIFE DEVEL,0,41,16,6,11,5,1,2,1,2,0,0,2
Aggregate,"BARCHAS, JANINE",E,349S,1-JANE AUSTEN,0,13,31,26,21,8,4,1,2,0,0,0,2
Aggregate,"MOORE, LISA L",E,S349S,1-JANE AUSTEN,0,13,4,2,2,0,1,0,0,0,0,0,2
Aggregate,"DUNLOP, KATHERINE L",PHL,329M,1-KANT'S CRITIQ OF PURE REASON,0,3,6,3,2,2,1,0,0,0,0,0,1
Aggregate,"BOOTH, JAMES",LIN,350,1-LANGUAGE AND THE BRAIN,0,4,2,2,5,3,5,2,1,2,2,0,1
Aggregate,"CHANDRASEKARAN, BHARATH",LIN,350,1-LANGUAGE AND THE BRAIN,0,12,17,21,11,2,1,3,1,1,1,1,1
Aggregate,"TERZENBACH, LAUREN",LIN,350,1-LANGUAGE AND THE BRAIN,0,11,2,3,7,0,5,7,3,0,2,0,1
Aggregate,"FLORES, RICHARD R",L A,104R,"1-LEADRSHP, ETHICS, & SOCIETY",0,23,14,2,3,1,1,0,0,0,0,0,0
Aggregate,"HINOJOSA SMITH, ROMEO ROL",E,342,1-LIFE/LIT OF SOUTHWEST-MEX AM,0,4,9,1,6,1,0,0,0,0,0,0,0
Aggregate,"HINOJOSASMITH, ROMEO",E,342,1-LIFE/LIT OF SOUTHWEST-MEX AM,0,11,12,0,2,0,0,0,0,0,0,0,0
Aggregate,"HARLOW, BARBARA J",E,360S,1-LITERATURE & SOCIAL JUSTICE,0,6,4,2,6,1,0,2,1,0,0,0,0
Aggregate,"CARTER, MIA E",E,314J,1-LITERATURE AND FILM,0,0,6,8,6,1,0,0,0,0,0,0,0
Aggregate,"GOAD, RHIANNON J",E,314J,1-LITERATURE AND FILM,0,6,7,2,3,0,3,1,0,0,0,0,0
Aggregate,"JEWELL, BRIANNA C",E,314J,1-LITERATURE AND FILM,0,7,6,17,8,4,4,0,0,0,0,0,1
Aggregate,"JONES, ROBERT W",E,314J,1-LITERATURE AND FILM,0,3,5,2,3,2,2,0,1,0,0,0,1
Aggregate,"OREM, SARAH R",E,314J,1-LITERATURE AND FILM,0,5,11,3,3,0,0,0,0,0,0,0,0
Aggregate,"SUSSMAN, SARAH G",E,314J,1-LITERATURE AND FILM,0,14,1,3,1,0,0,0,0,0,0,0,0
Aggregate,"WISE, RACHEL A",E,314J,1-LITERATURE AND FILM,0,8,10,3,1,0,0,0,0,0,0,0,0
Aggregate,"COLE, ALLAN H JR",S W,387R,1-LOSS/GRIEF: INDIV/FAM PERSP,0,10,2,0,0,0,0,0,0,0,0,0,0
Aggregate,"LIVERS, KEITH A",RUS,360,1-MAJOR WORKS OF DOSTOEVSKY,0,6,4,0,1,0,0,0,1,0,0,0,0
Aggregate,"SADLER, MICHAEL A",B A,N284S,1-MANAGERIAL MICROECON-TEMBA,0,18,17,14,21,1,0,0,0,0,0,0,0
Aggregate,"CASABIANCA, JODI M",EDP,380P,1-MEASUREMENT AND EVALUATION,0,66,3,9,5,0,0,0,0,0,0,0,0
