sem,prof,dept,course_nbr,course_name,a1,a2,a3,b1,b2,b3,c1,c2,c3,d1,d2,d3,f
Fall 2015,"LOPEZ, SARAH L",CRP,388,CULTL LNDSCP AND ETHNOGR METHS,0,3,1,1,0,0,0,0,0,0,0,0,0
Fall 2015,"LOUKAS, ALEXANDRA",HED,395,12-CHILD AND ADOLES HLTH PSYCH,0,1,4,1,2,0,0,0,0,0,0,0,0
Fall 2015,"LOVE, BRADFORD R",UGS,302,MASS MEDIA AND SOCIETY,0,11,4,2,1,0,0,0,0,0,0,0,0
Fall 2015,"LOVING, TIMOTHY J",HDF,304H,FAMILY RELATIONSHIPS: HONORS,0,10,11,0,0,0,0,0,0,0,0,0,0
Fall 2015,"LOVING, TIMOTHY J",UGS,303,MODERN FAMILY,0,32,26,19,14,3,6,1,0,0,0,0,1
Fall 2015,"LOWERY, JAMES R JR",FIN,377,2-FINANCIAL RISK MANAGEMENT,0,7,2,3,1,1,0,1,0,0,0,0,0
Fall 2015,"LOWERY, JAMES R JR",FIN,397,4-FINANCIAL RISK MANAGEMENT,0,14,4,0,1,0,0,1,0,0,0,0,0
Fall 2015,"LU, NANSHU",E M,319,MECHANICS OF SOLIDS,0,22,2,0,22,4,0,19,5,0,6,0,1
Fall 2015,"LU, NANSHU",E M,397,THIN FILM MECHANICS,0,8,3,0,0,0,0,0,0,0,0,0,0
Fall 2015,"LUECKE, JOHN E",M,362K,PROBABILITY I,0,20,3,4,7,1,0,16,0,0,3,1,2
Fall 2015,"LUKOFF, BRIAN R",STA,309,ELEMENTARY BUSINESS STATISTICS,0,24,7,3,11,4,7,6,1,0,0,0,2
Fall 2015,"LULLA, JOEL",ADV,378S,8-COLLEGE SPORTS MEDIA,0,13,6,4,12,2,0,0,0,0,0,0,0
Fall 2015,"LULLA, JOEL",ADV,378S,9-SPORT CON NEGOTIATION TECHS,0,10,4,2,3,2,0,1,1,0,0,0,0
Fall 2015,"LULLA, JOEL",P R,378S,8-COLLEGE SPORTS MEDIA,0,2,3,1,0,1,1,1,0,0,0,0,1
Fall 2015,"LUNDY, STEVEN J",LAT,506,FIRST-YEAR LATIN I,0,6,3,2,4,2,0,2,0,0,0,0,0
Fall 2015,"LUPO, JEREMY",PHL,317K,INTRO TO PHILOS OF THE ARTS,0,12,5,6,11,2,2,1,0,0,0,0,0
Fall 2015,"LUSHKOV, AYELET H",LAT,383,SURVEY OF LATIN LITERATURE,0,2,5,2,2,0,0,0,0,0,0,0,0
Fall 2015,"LUSHKOV, AYELET H",UGS,302,"CRICKET: SPORTS, LIT, EMPIRE",0,3,12,2,0,0,0,0,0,0,0,0,0
Fall 2015,"LUSKIN, ROBERT C",GOV,370L,1-ELECTION CAMPAIGNS,0,2,2,3,5,6,5,1,1,1,0,0,0
Fall 2015,"LUSKIN, ROBERT C",GOV,381S,1-PUBLIC OPIN & VOTING BEHAV,0,2,3,1,0,0,0,0,0,0,0,0,0
Fall 2015,"LYND, NATHANIEL",CHE,348,NUMERCL MTHDS IN CHE/PROB SOLV,0,14,0,0,9,0,0,15,0,0,3,0,6
Fall 2015,"MAAS, MARTHA M",BIO,206L,INTRO LAB EXPERIMENTS IN BIOL,0,94,131,134,112,50,22,14,9,0,6,0,6
Fall 2015,"MACDONALD, ALLAN H",PHY,392N,MANY-BODY THEORY,0,7,9,4,1,0,0,0,0,0,0,0,0
Fall 2015,"MACDUFFIE, EDWARD A III",E,360S,SUSTAINABLTY & REPRESENTATN,0,15,4,2,0,1,0,0,0,0,0,0,0
Fall 2015,"MACEK, MARK",ARC,381R,WOOD DESIGN,0,4,5,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MACHART, JAN M",BIO,165U,HUMAN SYSTEMS PHYSIO LAB,0,45,78,22,4,0,0,0,0,0,0,0,0
Fall 2015,"MACHART, JAN M",BIO,365S,HUMAN SYSTEMS PHYSIOLOGY,0,28,14,14,20,19,11,13,12,0,1,5,4
Fall 2015,"MACHEMEHL, RANDY B",C E,392M,PUBLIC TRANSPORTATION ENGR,0,7,11,3,2,3,0,0,0,0,0,0,0
Fall 2015,"MACK, CHRIS A",CHE,323,CHEM ENGR FOR MICRO-/NANOFAB,0,2,5,4,6,0,1,0,0,0,0,0,1
Fall 2015,"MACK, CHRIS A",CHE,384T,CHEM ENGR FOR MICRO/NANOFAB,0,2,2,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MACK, CHRIS A",CHE,384T,FROM DATA TO DECISIONS,0,6,2,0,1,0,0,0,0,0,0,0,0
Fall 2015,"MACKAY, CAROL H",T C,302,EMERGING SELVES,0,11,2,2,0,0,0,0,0,0,0,0,0
Fall 2015,"MACKIE, KATHLEEN S",MKT,382,4-STRATEGIC MARKETING,0,7,7,3,9,1,0,0,0,0,0,0,0
Fall 2015,"MACKIE, KATHLEEN S",MKT,382,PRICING CHANNELS,0,11,14,3,11,5,0,0,0,0,0,0,0
Fall 2015,"MACLACHLAN, PATRICIA",ANS,361,23-INTL RELS OF E/STHEAST ASIA,0,5,3,0,3,1,0,0,0,0,0,0,0
Fall 2015,"MACLACHLAN, PATRICIA",GOV,365L,3-INTL RELS OF E/STHEAST ASIA,0,6,6,3,5,3,5,1,1,0,0,0,0
Fall 2015,"MACLACHLAN, PATRICIA",GOV,365L,CONSUMER POLITICS IN E ASIA,0,3,3,1,3,3,0,1,0,0,0,0,0
Fall 2015,"MACPHERSON, LIANE E",N,394N,HIGH-RISK MATERNITY NURSING,0,6,0,0,5,0,0,0,0,0,0,0,0
Fall 2015,"MADRID, RAUL L",GOV,328L,INTRO TO LAT AMER GOV & POL,0,9,4,5,4,6,6,2,5,0,1,0,0
Fall 2015,"MADRID, RAUL L",GOV,365N,13-POL OF NEW DEMOCRACIES-ESP,0,8,2,1,3,0,0,0,0,0,0,0,0
Fall 2015,"MADRID, RAUL L",LAS,337M,5-INTRO TO LAT AMER GOV & POL,0,6,2,3,4,1,0,2,0,0,1,0,0
Fall 2015,"MAGEE, STEPHEN P",FIN,376,INTERNATIONAL FINANCE,0,30,12,10,20,4,0,0,0,0,0,0,2
Fall 2015,"MAGGI, FRANCESCO",M,361,THRY OF FUNC OF CMPLX VARIABLE,0,10,7,1,2,1,0,0,2,0,0,0,5
Fall 2015,"MAGGI, FRANCESCO",M,408M,MULTIVARIABLE CALCULUS,0,77,10,9,6,2,1,2,1,0,1,0,1
Fall 2015,"MAIDMENT, DAVID R",C E,394K,3-GEOG INFO SYS IN WATER RES,0,14,15,0,1,0,0,0,0,0,0,0,0
Fall 2015,"MAIMON, ANAT",HEB,601C,INTENSIVE HEBREW I,0,6,3,1,1,0,0,0,0,0,0,0,0
Fall 2015,"MAKAROV, DMITRII E",CH,382K,ADV PHYS CHEM: INTRO QUAN MECH,0,4,0,0,5,0,0,0,0,0,0,0,0
Fall 2015,"MALDONADO, JORGE A",FIN,367,INVESTMENT MANAGEMENT,0,15,21,13,13,5,4,0,0,0,0,0,0
Fall 2015,"MALLAPRAGADA, MADHAVI",RTF,359,ASIAN AMERICAN MEDIA CULTURES,0,3,2,1,9,0,1,0,0,0,0,0,0
Fall 2015,"MALLIN, ERIC S",UGS,302,SHAKESPEARE EVERYWHERE,0,2,3,7,3,1,1,1,0,0,0,0,0
Fall 2015,"MALOCH, ANNA E",ALD,118C,UNDERGRAD CONNECTION SEMINAR,0,3,9,0,1,0,0,0,0,0,0,0,0
Fall 2015,"MANAYATHU SASI, DARSANA",MAL,506,FIRST-YEAR MALAYALAM I,0,12,2,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MANHEIMER, JERRY M",HDF,378L,THEORS OF CHILD AND FAM DEVEL,0,11,4,3,10,3,2,0,0,0,0,0,0
Fall 2015,"MANHEIMER, JERRY M",SDS,304,STATISTICS IN HEALTH CARE,0,23,12,10,15,11,2,7,0,0,3,0,2
Fall 2015,"MANHEIMER, JERRY M",SDS,332,STAT MOD FOR HLTH/BEHVR SCI,0,18,8,10,23,6,15,8,5,0,0,1,4
Fall 2015,"MANUEL, LANCE",C E,329,STRUCTURAL ANALYSIS,0,11,4,6,5,8,6,2,0,0,1,0,0
Fall 2015,"MANUEL, LANCE",C E,384S,STRUCTURAL RELIABILITY,0,6,2,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MARDER, MICHAEL P",PHY,341,7-RESEARCH METHODS: UTEACH,0,4,1,0,4,1,1,0,0,0,1,0,0
Fall 2015,"MAREK, STEPHEN R",BME,221,MEASUREMENT/INSTRUMENTATN LAB,0,32,14,5,3,0,0,0,0,0,0,0,0
Fall 2015,"MAREK, STEPHEN R",BME,203L,INTRODUCTION TO BME DESIGN,0,27,20,22,10,0,1,0,0,0,0,0,0
Fall 2015,"MAREK, STEPHEN R",BME,214L,COMPUT FUND OF BME DESIGN,0,36,26,16,23,10,4,1,1,0,0,0,0
Fall 2015,"MARK, HANS M",LAH,350,AMER TECH/VICTORY IN COLD WAR,0,4,5,0,2,0,0,0,0,0,0,0,0
Fall 2015,"MARKERT, JOHN T",PHY,103N,LABORATORY FOR PHY 303L,0,57,44,104,103,51,21,7,4,0,0,0,2
Fall 2015,"MARKEY, MIA K",BME,358,MEDICAL DECISION MAKING,0,12,1,2,0,0,0,0,0,0,0,0,0
Fall 2015,"MARKEY, MIA K",BME,383J,9-COMP MTHDS FOR BIOMED ENGRS,0,3,9,1,0,1,0,0,0,0,0,0,0
Fall 2015,"MARKOVITS, INGA",LAW,397S,SMNR: COMPAR CONSTITUTNL LAW,2,4,0,0,3,0,0,0,0,0,0,0,0
Fall 2015,"MARMOR-LAVIE, GALIT",ADV,370J,INTEGRATED COMMUNICATNS MGMT,0,10,8,2,0,0,0,0,0,0,0,0,0
Fall 2015,"MARMOR-LAVIE, GALIT",P R,367,INTEGRATED COMMUNICATNS MGMT,0,9,6,2,0,0,0,0,0,0,0,0,0
Fall 2015,"MARQUARDT, THOMAS P",CSD,371,INTRO SP/LNG DIS ASSMT/TRT ADU,0,9,7,4,3,1,0,0,0,0,0,0,1
Fall 2015,"MARQUARDT, THOMAS P",CSD,293F,1-APHASIA,0,9,6,6,1,0,0,0,0,0,0,0,0
Fall 2015,"MARSHALL, JILL A",EDC,365D,CLASSROOM INTERACTIONS,0,13,4,0,2,0,0,0,0,0,0,0,0
Fall 2015,"MARSHALL, JONATHAN D",ART,304L,THREE-DIMENSIONAL FOUNDATIONS,0,7,0,1,1,3,0,0,0,0,0,0,0
Fall 2015,"MARTELETO, LETICIA J",UGS,302,SOCL INEQUALITY/EDUC LAT AMER,0,11,3,1,2,0,0,0,0,0,0,0,0
Fall 2015,"MARTIN, KRISTIE M",UTL,101,INTRO TO TEACHING PROFESSION,0,20,8,0,0,0,0,0,0,0,0,0,1
Fall 2015,"MARTIN, STEPHEN F",CH,341,LAB TECHS IN ORGANIC CHEMISTRY,0,4,2,2,2,0,0,0,1,0,0,0,0
Fall 2015,"MARTINDALE, ROWAN C",GEO,371T,TRANSITIONS IN HISTORY OF LIFE,0,4,4,2,3,0,0,0,0,0,0,0,0
Fall 2015,"MARTINDALE, ROWAN C",UGS,302,INTERACTIVE OCEAN,0,4,4,2,4,1,1,2,0,0,0,0,0
Fall 2015,"MARTINEZ, ALBERTO A",HIS,317N,DISCOVERY HISTORY,0,3,3,1,2,0,0,0,0,0,0,0,1
Fall 2015,"MARTINEZ, ALBERTO A",HIS,366N,"16-BIO, BEHAVIOR, & INJUSTICE",0,6,9,1,8,4,1,3,0,0,0,1,0
Fall 2015,"MARTINICH, ALOYSIUS P",PHL,354,5-ORIGINS OF LIBERALISM,0,1,2,3,4,1,1,2,0,0,0,0,0
Fall 2015,"MARTINICH, ALOYSIUS P",PHL,381,POLITICAL PHIL: HOBBES/LOCKE,0,5,1,0,0,0,0,0,0,0,0,0,1
Fall 2015,"MARZIANI, MIMI",LAW,335F,ELECTION LAW AND POLICY,2,2,1,2,6,3,0,0,0,0,0,0,0
Fall 2015,"MASADA, GLENN Y",M E,140L,MECHATRONICS LABORATORY,0,19,10,17,20,7,11,11,5,0,1,0,0
Fall 2015,"MASADA, GLENN Y",M E,364L,AUTOMATIC CONTROL SYS DESIGN,0,5,3,3,3,1,1,1,0,0,0,0,1
Fall 2015,"MATOUSCHEK, ANDREAS T",BCH,395G,STRUC/FUNCT OF PROTEINS/MEMB,0,13,9,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MATOUSCHEK, ANDREAS T",BIO,395G,STRUC/FUNCT OF PROTEINS/MEMB,0,4,5,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MATOUSCHEK, ANDREAS T",MOL,395G,STRUC/FUNCT OF PROTEINS/MEMB,0,13,5,3,1,0,0,0,0,0,0,0,0
Fall 2015,"MATTHEWS, RONALD D",M E,320,APPLIED THERMODYNAMICS,0,111,17,2,18,4,1,9,0,1,2,1,0
Fall 2015,"MATYSIK, TRACIE M",T C,302,HISTORY OF THE SELF,0,11,4,2,0,0,0,0,0,0,0,0,0
Fall 2015,"MAUK, MICHAEL",NEU,330,NEURAL SYSTEMS I,0,28,4,4,22,4,2,16,3,0,3,2,0
Fall 2015,"MAUSETH, JAMES D",BIO,322,STRUC/PHYS/REPRO OF SEED PLANT,0,13,0,0,22,0,0,16,0,0,2,0,3
Fall 2015,"MAUSETH, JAMES D",BIO,122L,STRUCT/PHYS/REP SEED PLANT LAB,0,4,0,0,15,0,0,11,0,0,1,0,1
Fall 2015,"MAXWELL, MADELINE M",CMS,367,DIFFICULT CONVERSATIONS,0,9,0,0,29,0,0,5,0,0,1,0,0
Fall 2015,"MAXWELL, MARK M",M,349P,ACTUARIAL STATISTCL ESTIMATES,0,10,1,4,6,2,1,2,1,0,0,0,0
Fall 2015,"MAXWELL, MARK M",M,362K,PROBABILITY I,0,13,4,3,13,2,8,5,4,1,0,0,2
Fall 2015,"MAYER, MELINDA M",VAS,161D,CRIT/CONVERSATN ABOUT ART: LAB,0,5,4,0,2,0,0,0,0,0,1,0,0
Fall 2015,"MAYER, MELINDA M",VAS,261C,CRIT & CONVERSATION ABOUT ART,0,5,4,0,2,0,0,0,0,0,1,0,0
Fall 2015,"MAYNARD, JENNIFER A",CHE,322,THERMODYNAMICS,0,17,7,4,15,4,3,12,5,0,1,0,1
Fall 2015,"MCABEER, IAN P",FIN,367,INVESTMENT MANAGEMENT,0,16,3,5,13,1,1,0,1,0,0,1,0
Fall 2015,"MCALISTER, LEIGH M",MKT,382,STRATEGIC BRANDING,0,5,12,11,2,1,0,0,0,0,0,0,0
Fall 2015,"MCALISTER, LEIGH M",MKT,337H,PRINCIPLES OF MARKETING-HONORS,0,22,28,6,24,1,0,0,0,0,0,0,0
Fall 2015,"MCCAFFERTY, SARAH M",S W,381S,FOUNDATIONS OF SOCIAL JUSTICE,0,14,5,2,1,0,0,0,0,0,0,0,0
Fall 2015,"MCCAFFERTY, SARAH M",S W,393R,3-THEOR AND METH OF FAM INTERV,0,22,3,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MCCARTHY, CHRISTOPHER J",EDP,384C,8-HELPING & COUNSELING SKILLS,0,15,6,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MCCLELLAN, CHRISTOPHER",R M,357E,INTRO TO RISK MANAGEMENT,0,35,9,10,7,0,0,0,0,0,0,0,0
Fall 2015,"MCCLELLAND, BLINDA E",BIO,359K,PRINCIPLES OF ANIMAL BEHAVIOR,0,57,52,18,12,15,4,2,0,0,1,0,2
Fall 2015,"MCCORD, STEPHEN P",CH,301,PRINCIPLES OF CHEMISTRY I,0,83,56,51,80,42,45,37,24,10,18,8,18
Fall 2015,"MCCORMACK, TRACY W",LAW,176H,INTENSIVE TRIAL SKILLS,0,11,12,8,2,0,0,0,0,0,0,0,0
Fall 2015,"MCCOWN, FRANK S",LAW,476P,TEXAS CIVIL PROCEDURE: SURVEY,1,3,1,5,3,2,1,0,0,0,0,0,0
Fall 2015,"MCCREARY, ANNE M",FR,611C,INTERMEDIATE FRENCH,0,6,3,2,7,6,5,2,3,0,2,1,0
Fall 2015,"MCCREERY, CYNTHIA A",RTF,369,ADV SCREENWRITING: TV SPECS,0,11,0,2,0,0,0,0,0,0,0,0,0
Fall 2015,"MCCUTCHIN, MATTHEW P",ADV,378,26-CONSUMER PSYCH & NEW MEDIA,0,11,7,3,0,0,0,0,1,0,0,0,0
Fall 2015,"MCCUTCHIN, MATTHEW P",ADV,387,CREATIVE STRATEGIES,0,29,16,0,1,0,0,0,0,0,0,0,0
Fall 2015,"MCCUTCHIN, MATTHEW P",P R,378,CONSUMER PSYCH & NEW MEDIA,0,13,5,1,0,0,0,1,0,0,0,0,1
Fall 2015,"MCDANIEL, ERIC L",GOV,310L,AMERICAN GOVERNMENT,0,17,13,12,11,10,9,3,5,1,2,1,4
Fall 2015,"MCDANIEL, ERIC L",GOV,384M,SOCIAL POLICY,0,8,1,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MCDANIEL, REUBEN R JR",MIS,382N,5-MANAGING COMPLEXITY,0,10,8,5,2,1,0,1,0,0,0,0,0
Fall 2015,"MCDERMOTT, MARK W",E E,364D,INTRO TO ENGINEERING DESIGN,0,24,93,39,9,8,0,0,0,0,0,0,0
Fall 2015,"MCDONALD, CHRISTIAN C",J,333F,DATA-DRIVEN REPORTING,0,3,5,0,1,1,0,0,0,0,0,0,0
Fall 2015,"MCDONALD, GENE D",BCH,369L,BIOCHEMISTRY LABORATORY,0,41,24,14,8,3,0,1,3,0,0,0,0
Fall 2015,"MCDONALD, GENE D",BCH,369L,BIOCHEMISTRY LABORATORY-FRI,0,11,2,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MCDONOUGH, KELLY",SPN,328C,INTRO TO LITERATURES/CULS,0,15,0,0,3,0,0,0,0,0,0,0,1
Fall 2015,"MCGARITY, THOMAS O",LAW,527,TORTS,2,7,7,12,4,5,1,3,0,0,0,0,0
Fall 2015,"MCGLONE, MATTHEW S",CMS,332K,THEORIES OF PERSUASION,0,110,0,0,74,0,0,24,0,0,5,0,4
Fall 2015,"MCGLONE, MATTHEW S",CMS,386K,1-INTERPERSONAL COMM THEORY,0,5,2,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MCINNIS, JOHN M",ACC,380K,2-FINCL ACC STANDS AND ANLY II,0,15,7,4,11,0,0,0,0,0,0,0,0
Fall 2015,"MCIVER, JOHN",GOV,357L,JUDICIAL PROCESS AND BEHAVIOR,0,4,5,7,13,6,7,2,2,1,0,0,0
Fall 2015,"MCIVER, JOHN",GOV,679HA,HONORS TUTORIAL COURSE,0,9,5,1,0,0,0,0,0,0,0,0,1
Fall 2015,"MCKAY, KATHERINE C",EDC,370E,2-LANGUAGE ARTS-F,0,27,1,1,2,0,0,0,0,0,0,0,0
Fall 2015,"MCLAGAN, NICOLE K",KIN,326K,KIN: BIOMECH ANLY OF MOVEMENT,0,2,0,3,2,0,0,1,0,0,1,0,1
Fall 2015,"MCLAGAN, NICOLE K",PED,106C,2-CARDIOVAS & WEIGHT TRAINING,0,65,0,0,5,0,0,1,0,0,0,0,2
Fall 2015,"MCLAGAN, NICOLE K",PED,106C,3-AEROBIC WALKING,0,24,0,0,1,0,0,0,0,0,0,0,1
Fall 2015,"MCLAGAN, NICOLE K",PED,106C,5-BODY WORKS,0,77,0,0,6,0,0,0,0,0,0,0,1
Fall 2015,"MCLAGAN, NICOLE K",PED,106C,6-CIRCUIT AEROBICS,0,31,0,0,3,0,0,0,0,0,0,0,1
Fall 2015,"MEADOWS, MONICA R",NTR,218,ASSMNT OF NUTRITIONAL STATUS,0,10,4,14,9,4,5,1,3,0,0,1,1
Fall 2015,"MEADOWS, MONICA R",NTR,330,NUTRITION EDUC AND COUNSELING,0,46,0,0,3,1,0,0,0,0,0,0,0
Fall 2015,"MEADOWS, MONICA R",NTR,118L,ASSMNT NUTRITIONAL STATUS LAB,0,21,10,6,8,5,1,1,0,0,0,0,0
Fall 2015,"MEAKIN, CHRISTOPHER H",BGS,381,"LAW, ETHICS, & CORP SOCL RESP",0,16,31,21,15,1,0,0,0,0,0,0,0
Fall 2015,"MEAKIN, CHRISTOPHER H",LEB,380,8-LEGAL ENVIR OF BUSN-TEMBA,0,9,19,19,7,0,0,0,0,0,0,0,0
Fall 2015,"MEAR, MARK E",E M,319,MECHANICS OF SOLIDS,0,31,0,0,43,0,0,37,1,0,8,0,4
Fall 2015,"MEDFORD, CYDNEY M",CSD,185D,CLIN PRAC ADULT SPCH/LANG PATH,0,6,2,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MEDFORD, CYDNEY M",CSD,285D,CLIN PRAC ADULT SPCH/LANG PATH,0,5,1,1,0,0,0,0,0,0,0,0,0
Fall 2015,"MEEKINS, BENJAMIN H",CH,153K,PHYSICAL CHEMISTRY LABORATORY,0,26,15,23,34,18,6,14,0,0,0,0,0
Fall 2015,"MEEKINS, BENJAMIN H",CH,154K,PHYSICAL CHEMISTRY LABORATORY,0,5,1,11,7,2,0,0,0,0,0,0,0
Fall 2015,"MEHDY, MONA",BIO,331L,LAB STUDIES IN MOLECULAR BIO,0,4,0,3,3,0,1,0,0,0,0,0,0
Fall 2015,"MEIER, RICHARD P",UGS,302,LANGUAGE: A HELPING HAND,0,2,8,4,1,1,1,0,0,0,0,0,0
Fall 2015,"MEIKLE, JEFFREY L",AMS,355,MAIN CURR OF AMER CUL TO 1865,0,4,0,3,3,2,4,2,4,1,2,1,0
Fall 2015,"MEIKLE, JEFFREY L",HIS,355N,MAIN CURR OF AMER CUL TO 1865,0,5,2,0,0,2,4,3,1,0,0,0,1
Fall 2015,"MEINERS, JOCELLY G",SPN,601D,INTRODUCTORY SPANISH,0,16,7,6,6,3,2,3,0,0,0,0,1
Fall 2015,"MELCHER, TINA L",UTL,640,TEACHING IN SECONDARY SCHOOLS,0,11,2,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MENCHACA, MARTHA",ANT,322M,10-MEXICAN AMER INDIG HERITAGE,0,11,12,1,5,3,0,2,0,0,1,0,1
Fall 2015,"MENCHACA, MARTHA",ANT,389K,19-RACE/ETHNCTY IN AMER SOCTY,0,6,3,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MENDEZ, DEIRDRE B",I B,350,INTERNATIONAL TRADE,0,27,16,14,6,5,5,4,0,2,1,0,3
Fall 2015,"MENDEZ, DEIRDRE B",L A,119,APPLIED CULTURAL ANALYSIS-WB,0,26,2,0,1,3,0,0,0,0,0,0,0
Fall 2015,"MENDOZA, MICHAEL A",ARA,360L,ARAB GULF STATES IN  21ST C,0,5,4,0,1,0,0,0,0,0,0,1,0
Fall 2015,"MENDOZA, MICHAEL A",ARA,601C,INTENSIVE ARABIC I,0,9,4,2,1,2,0,1,1,0,0,1,0
Fall 2015,"MENDOZA-ARRIAGA, RAFAEL",STA,371G,STATISTICS AND MODELING,0,17,32,16,14,5,5,1,1,1,0,1,2
Fall 2015,"MERABET, SOFIAN",ANT,391,ANTHROPOLOGY BETWEEN CUL & SOC,0,3,1,0,1,0,0,0,0,0,0,0,0
Fall 2015,"MERRITT, MEGHAN L",CRP,685D,PLANNING STUDIO,0,9,2,1,0,0,0,0,0,0,0,0,0
Fall 2015,"METH, JOHN C",M,408K,DIFFERENTIAL CALCULUS,0,16,6,16,9,6,9,6,7,5,0,0,6
Fall 2015,"METH, JOHN C",M,408N,DIFFEREN CALCULUS FOR SCIENCE,0,32,9,15,7,12,10,4,3,0,1,2,4
Fall 2015,"METZLER, MARK",HIS,341K,ORIGINS OF MODERN JAPAN,0,11,4,2,0,0,0,0,0,0,0,0,0
Fall 2015,"METZLER, MARK",HIS,350L,CAPITALISM AND GLOBAL HISTORY,0,10,1,4,2,1,0,0,0,0,1,0,0
Fall 2015,"MEYER, RICHARD J",BIO,226L,GENERAL MICROBIOLOGY LAB,0,30,51,39,38,23,15,13,7,2,3,1,6
Fall 2015,"MEYER, ROBIN B",LAW,232,LEGAL RESEARCH & LEGAL WRITING,1,7,5,12,5,3,0,1,0,0,1,0,0
Fall 2015,"MEYER, THORALF",GRG,304E,ENVIR SCI: A CHANGING WORLD,0,23,5,0,12,5,0,4,0,0,2,0,0
Fall 2015,"MEYER, THORALF",GRG,304E,ENVIR SCI: CHANGING WORLD-HON,0,10,1,0,0,1,0,0,0,0,0,0,0
Fall 2015,"MEYER, THORALF",GRG,366C,COMPARATIVE ECOSYSTEMS,0,31,10,0,16,1,0,4,0,0,1,1,3
Fall 2015,"MEYERS, LAUREN A",SDS,328M,BIOSTATISTICS,0,29,15,11,14,8,5,4,3,1,0,0,0
Fall 2015,"MICKENBERG, JULIA L",AMS,356,MAIN CURR AMER CUL SINCE 1865,0,3,3,3,2,3,1,1,2,0,0,1,1
Fall 2015,"MICKENBERG, JULIA L",AMS,370,20-CHILDREN'S LIT AND AMER CUL,0,3,3,0,1,1,3,0,0,0,0,0,0
Fall 2015,"MICKENBERG, JULIA L",HIS,356K,MAIN CURR AMER CUL SINCE 1865,0,2,3,5,3,1,1,4,0,0,1,0,2
Fall 2015,"MIHIC, S J",NEU,365D,PRINCIPLES OF DRUG ACTION,0,8,13,5,8,5,4,3,5,0,0,1,3
Fall 2015,"MIIKKULAINEN, RISTO P",C S,343,ARTIFICIAL INTELLIGENCE,0,21,19,14,13,2,2,3,0,0,0,0,0
Fall 2015,"MILLER, ARAGORN S",HIS,315L,THE UNITED STATES SINCE 1865,0,24,35,55,56,31,20,19,1,1,0,0,10
Fall 2015,"MILLER, CAMPBELL L",PED,103L,1-BEGINNING SOCIAL DANCE-MEN,0,88,9,4,4,0,2,1,2,0,1,0,1
Fall 2015,"MILLER, CAMPBELL L",PED,103L,1-BEGINNING SOCIAL DANCE-WOMEN,0,96,10,6,7,2,0,0,0,0,0,0,1
Fall 2015,"MILLER, CAMPBELL L",PED,103L,2-INTERMED SOCIAL DANCE-MEN,0,33,5,2,1,2,0,0,0,0,0,0,0
Fall 2015,"MILLER, CAMPBELL L",PED,103L,2-INTERMED SOCIAL DANCE-WOMEN,0,35,7,2,0,1,0,0,0,0,0,0,0
Fall 2015,"MILLER, HERBERT A",MKT,337,PRINCIPLES OF MARKETING,0,6,8,10,27,4,1,6,1,0,0,0,1
Fall 2015,"MILLER, HERBERT A",MKT,363,PROFESSNL SELLING & SALES MGMT,0,2,10,5,18,2,0,3,0,0,0,0,0
Fall 2015,"MILLER, HERBERT A",MKT,320F,FOUNDATIONS OF MARKETING,0,60,49,72,227,53,40,109,15,4,11,2,5
Fall 2015,"MILLER, JAMES D",FIN,357,BUSINESS FINANCE,0,22,29,18,30,24,4,9,1,2,1,2,1
Fall 2015,"MILLER, JESSE E",M,408L,INTEGRAL CALCULUS,0,10,4,3,10,4,0,1,3,2,0,1,1
Fall 2015,"MILLER, JESSE E",M,408M,MULTIVARIABLE CALCULUS,0,4,11,5,9,15,7,8,13,2,2,3,5
Fall 2015,"MILLER, JESSE E",M,408N,DIFFEREN CALCULUS FOR SCIENCE,0,8,5,6,14,12,11,7,14,5,4,1,2
Fall 2015,"MILLER, KYLE M",BIO,325,GENETICS,0,9,10,12,15,10,8,6,1,0,3,0,0
Fall 2015,"MILLER, MARY E",CH,207K,INTRO SCI OUTREACH IN ELEM SCH,0,36,7,0,0,1,0,0,0,0,0,0,0
Fall 2015,"MILLER, MARY E",CH,371K,SCI OUTREACH IN ELEM SCHOOLS,0,73,3,2,1,0,0,0,0,1,0,0,0
Fall 2015,"MILLER, PAUL D",P A,388K,US FORGN PLCY AFTER IRAQ/AFG,0,4,5,0,0,0,0,0,0,0,0,0,0
Fall 2015,"MILLER, SUZE L",S W,310,INTRO TO SOCL WORK & SOCL WELF,0,24,7,2,1,0,0,0,0,0,0,0,0
Fall 2015,"MILLER, SUZE L",S W,393R,29-CRISIS INTERVENTION,0,17,5,0,0,0,0,0,0,0,0,0,0
