sem,prof,dept,course_nbr,course_name,a1,a2,a3,b1,b2,b3,c1,c2,c3,d1,d2,d3,f
Spring 2015,"REED, DENNE N",GRG,356T,3-GIS/REM SNS ARCHAEOL/PALEO,0,4,3,2,0,0,0,0,0,0,1,0,1
Spring 2015,"REED, ELLIS C",J,362F,JOURNALISM PORTFOLIO,0,9,4,0,0,0,0,1,0,0,0,0,0
Spring 2015,"REED, JULIA A",TXA,327,CLOTHING AND HUMAN BEHAVIOR,0,15,0,0,7,0,1,1,0,0,0,0,0
Spring 2015,"REED, JULIA A",TXA,361,CONSUMER BEHAV IN THE MKTPLACE,0,28,0,0,5,0,0,1,0,0,0,0,0
Spring 2015,"REESE, STEPHEN D",J,382,MEDIA SOCIOLOGY,0,3,3,3,2,0,0,0,0,0,0,0,0
Spring 2015,"REEVES, LAURETTA",PSY,305,INTRO TO COGNITIVE PSYCHOLOGY,0,17,24,8,10,18,3,1,2,0,0,0,0
Spring 2015,"REEVES, LAURETTA",PSY,333D,INTRO TO DEVELOPMENTAL PSYCH,0,20,35,13,15,5,3,0,1,0,0,0,0
Spring 2015,"REEVES, LAURETTA",PSY,333M,INFANT DEVELOPMENT,0,8,10,6,0,1,0,0,0,0,0,0,1
Spring 2015,"REGAN, BRENDAN P",POR,610D,INTERMEDIATE PORTUGUESE I,0,3,4,4,5,2,1,2,1,0,0,0,0
Spring 2015,"REGISTER, LEONARD F",E E,396K,2-SEMICONDUCTOR PHYSICS,0,9,0,2,4,0,0,0,0,0,0,0,0
Spring 2015,"REGNERUS, MARK",SOC,302,INTRO TO THE STUDY OF SOCIETY,0,62,0,0,69,0,0,29,0,0,9,0,8
Spring 2015,"REHBERG, PETER",GER,392,MADNESS AND MODERNITY,0,5,1,1,0,0,0,0,0,0,0,0,0
Fall 2013,"POENIE, MARTIN",BIO,320,CELL BIOLOGY,0,29,1,5,24,3,6,6,5,0,2,0,2
Fall 2013,"POLDRACK, RUSSELL A",UGS,302,READING THE BRAIN,0,7,0,1,1,1,0,0,1,3,1,1,0
Fall 2013,"POLIT, GABRIELA",SPN,365K,CONTEMP SPANISH AMER PROSE,0,4,4,0,1,0,0,0,1,0,0,0,0
Fall 2013,"POLLAK, GEORGE D",BIO,365R,VERTEBRATE NEUROBIOLOGY,0,49,0,25,28,21,12,7,8,3,4,3,2
Fall 2013,"POLLARD, WILLIAM C",LAW,284E,NONPROFIT ORGANIZATIONS,1,3,6,4,4,2,1,1,0,0,0,0,0
Fall 2013,"POLOSKEY, MARY L",FIN,377,4-FINANCIAL ANALYSIS,0,18,20,27,11,17,3,0,0,0,0,0,1
Fall 2013,"POMEROY, ELIZABETH C",UGS,302,FACT/FICTION IN MENTAL ILLNESS,0,10,6,2,0,0,0,0,0,0,0,0,0
Fall 2013,"POPAN, ADRIAN",SOC,308,INTRO SOCIOLOGY OF DEVELOPMENT,0,30,6,2,2,3,1,0,0,0,0,1,1
Fall 2013,"POPE, BARBARA M",T D,314P,PRODUCTION LABORATORY,0,6,5,0,0,0,2,0,0,0,0,0,0
Fall 2013,"PORTER, BRUCE W",C S,302,COMPUTER FLUENCY,0,52,23,14,17,16,14,6,5,4,4,3,7
Fall 2013,"PORTO, LITO E",SPN,325L,INTRO SPN AMER LIT SNC MOD,0,3,2,3,3,0,0,0,1,0,0,0,1
Fall 2013,"PORTO, LITO E",SPN,327W,ADV GRAMMAR AND COMPOSITION II,0,4,5,2,1,0,0,0,0,0,0,0,0
Fall 2013,"POSTIGO OLSSON, PABLO",SPN,327G,ADV GRAMMAR AND COMPOSITION I,0,9,2,0,1,1,1,1,1,2,0,0,0
Fall 2013,"POSTIGO OLSSON, PABLO",SPN,610D,INTERMEDIATE SPANISH I,0,3,3,1,7,3,0,2,0,0,0,0,1
Fall 2013,"POTEET, MARY F",UGS,303,RESEARCH METHODS-FRI,0,64,0,12,12,4,1,0,0,0,0,0,0
Fall 2013,"POTOPLYAK, MARINA",RUS,601C,INTENSIVE RUSSIAN I,0,7,4,2,0,1,0,0,0,0,0,0,0
Fall 2013,"POTTS, SUZANNE L",S W,393T,20-S W INFORMATS IN MGMT/PRACT,0,6,5,0,0,0,0,0,0,0,0,0,0
Fall 2013,"POUNDERS, KATHRYNN",ADV,378,MEDIA INVESTMENTS,0,3,9,8,9,2,0,1,0,0,0,0,0
Fall 2013,"POWE, LUCAS A JR",LAW,381C,CONST LAW II: AMENDMENTS 1 & 2,2,7,6,10,9,4,3,1,0,0,0,0,0
Fall 2013,"POWELL, GARY L",MRT,316M,INTRO TO AUDIO RECORDING,0,3,1,2,2,0,2,1,0,0,0,0,0
Fall 2013,"POWELL, TARA M",S W,313,SOCIAL WORK RESEARCH METHODS,0,10,8,4,2,0,1,0,0,0,0,0,1
Fall 2013,"POWERS, DANIEL A",SOC,317L,INTRO TO SOCIAL STATISTICS,0,2,3,4,2,2,1,2,0,0,0,0,3
Fall 2013,"POWERS, DANIEL A",SOC,385K,SOCL STAT: DIS MULTIVAR MODELS,0,5,2,0,0,0,0,0,0,0,0,0,0
Fall 2013,"POWERS, WILLIAM C JR",UGS,302,WHAT MAKES WORLD INTELLIGIBLE,0,5,4,3,4,1,1,0,0,0,0,0,0
Fall 2013,"POYSER, BRYAN K",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,3,3,2,2,1,0,0,0,0,0,0,0
Fall 2013,"PRENTICE, ROBERT A",B A,151H,HONORS LYCEUM IN BUSN ADMIN,0,130,2,0,0,0,0,0,0,0,0,0,0
Fall 2013,"PRENTICE, ROBERT A",LEB,323H,BUSINESS LAW AND ETHICS-HONORS,0,23,0,0,14,0,0,1,0,0,0,0,0
Fall 2013,"PRICE, JESSICA J",GOV,312L,ISSUES & POLICIES IN AMER GOV,0,5,8,3,16,8,7,11,6,2,3,3,3
Fall 2013,"PRIDEAUX, NANCY B",TXA,105L,TEXTILES LABORATORY,0,5,4,3,3,7,0,1,3,0,1,1,1
Fall 2013,"PRIDEAUX, NANCY B",TXA,352M,FIELD EXPER IN RETAIL MERCH,0,16,3,0,1,0,0,0,0,0,0,0,0
Fall 2013,"PRIEBE, NICHOLAS J",BIO,365L,NEUROBIOLOGY LABORATORY,0,6,4,1,0,1,0,1,0,0,0,0,0
Fall 2013,"PRINCE, HOWARD T II",P A,388L,PRINS/PRACS EFFECTV LEADERSHIP,0,5,9,0,0,0,0,0,0,0,0,0,0
Fall 2013,"PRITCHARD, ERIC D",AFR,372E,HIP HOP RHETORICS,0,1,3,4,4,4,1,0,0,0,0,0,0
Fall 2013,"PROCKNOW, HILLARY C",UGS,309,ANALYTICAL READING AND WRITING,0,5,2,2,0,0,2,3,0,0,0,0,1
Fall 2013,"PROCKO, KRISTEN J",NSC,115,WOMEN IN NATURAL SCIENCES SMNR,0,58,2,1,0,0,0,0,0,0,0,0,0
Fall 2013,"PROCTOR, SCOTT R",ART,304L,THREE-DIMENSIONAL FOUNDATIONS,0,5,2,1,4,0,0,0,0,0,0,0,0
Fall 2013,"PROCTOR, SCOTT R",ART,313K,BEGINNING SCULPTURE,0,4,6,3,1,2,0,0,0,0,0,0,0
Fall 2013,"PRODANOVIC, MASA",PGE,381M,TRANSPORT PHENOMENA,0,11,9,6,4,4,2,4,0,0,0,0,0
Fall 2013,"PROOPS, IAN N",PHL,610QA,PROBS OF KNOWLEDGE & VALUATION,0,7,26,21,5,0,0,0,0,0,0,0,0
Fall 2013,"PROZZI, JORGE A",C E,311S,PROBABIL/STATS FOR CIVIL ENGRS,0,16,0,0,13,0,0,11,0,0,5,0,1
Fall 2013,"PULLIAM, ROSE M",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,20,1,2,1,0,1,0,0,0,0,0,0
Fall 2013,"PUSTEJOVSKY, JAMES E",EDP,384,RESEARCH DESIGN/METH PSYCH/EDU,0,17,4,0,0,0,0,0,0,0,0,0,0
Fall 2013,"PYREK, ADAM A",ARC,384L,ENVIRONMENTAL CONTROL II,0,10,12,4,1,1,0,0,0,0,0,0,0
Fall 2013,"QIU, LILI",C S,386W,WIRELESS NETWORKING,0,9,9,1,0,0,0,1,0,0,0,0,0
Fall 2013,"QUARTERMAN, CHARLES P",ADV,483,3-PORTFOLIO II,0,5,3,1,0,2,0,0,0,0,0,0,0
Fall 2013,"QUARTERMAN, CHARLES P",ADV,468K,PORTFOLIO II,0,6,7,4,0,3,0,0,0,0,0,0,0
Fall 2013,"QUARTERMAN, CHARLES P",J,303F,GRAPHIC DSGN FOR ONLINE/PRINT,0,11,0,0,4,0,0,0,0,0,0,0,1
Fall 2013,"QUIGLEY, ROBERT J",J,310F,REPORTING: WORDS,0,9,0,0,7,0,0,0,0,0,0,0,0
Fall 2013,"QUIGLEY, ROBERT J",J,336F,SOCIAL MEDIA JOURNALISM-WB,0,77,7,3,5,1,0,3,1,0,0,0,0
Fall 2013,"QUINONES, DYANA",SPN,601D,INTRODUCTORY SPANISH,0,3,3,6,5,0,4,2,0,0,0,0,0
Fall 2013,"QUINONES, ERICA D",ARC,320K,DESIGN III,0,1,3,2,1,3,2,1,0,0,1,0,0
Fall 2013,"QUINTO-POZOS, DAVID G",LIN,306,INTRO TO THE STUDY OF LANGUAGE,0,11,11,15,12,15,10,6,6,2,3,4,0
Fall 2013,"QUIXAL MARTINEZ, MARTIN",SPN,610D,INTERMEDIATE SPANISH I,0,7,4,3,4,2,2,2,0,0,0,0,0
Fall 2013,"RABATIN, MATTHEW R",ITL,611C,INTERMEDIATE ITALIAN,0,4,2,3,3,1,3,0,0,0,0,0,0
Fall 2013,"RABENBERG, LLEWELLYN K",M E,111L,MATERIALS ENGINEERING LAB,0,39,0,0,62,0,0,4,0,0,0,0,0
Fall 2013,"RABENBERG, LLEWELLYN K",M E,386P,5-STRUCTURE OF MATERIALS,0,5,5,4,1,1,0,0,0,0,0,0,0
Fall 2013,"RABINOWITZ, ADAM T",C C,301,INTRODUCTION TO ANCIENT GREECE,0,41,30,28,34,16,12,16,7,0,1,3,8
Fall 2013,"RABINOWITZ, ADAM T",UGS,302,TALES OF THE TROJAN WARS,0,4,3,4,3,1,1,1,0,0,0,0,0
Fall 2013,"RABINOWITZ, LAURA",GOV,351J,MIGHT AND RIGHT AMONG NATIONS,0,5,8,5,6,0,1,0,1,0,0,0,1
Fall 2013,"RABOURN, TANYA R",INF,335W,INFORMATION IN CYBERSPACE-WB,0,10,4,2,5,2,1,2,0,0,2,0,0
Fall 2013,"RADHAKRISHNAN, KAVITA",N,392Q,ADV PSYSOC NUR: CUL/ETH/TH COM,0,29,0,0,1,0,0,0,0,0,1,0,0
Fall 2013,"RADHAKRISHNAN, SANKARAN",ANS,372,SOUTH INDIAN CULTURAL HISTORY,0,22,0,0,0,0,0,1,0,0,2,0,0
Fall 2013,"RADHAKRISHNAN, SANKARAN",TAM,506,FIRST-YEAR TAMIL I,0,13,1,0,0,0,0,0,0,0,1,0,0
Fall 2013,"RADIN, DIANE S",M,408N,DIFFEREN CALCULUS FOR SCIENCE,0,15,4,9,8,10,9,6,3,2,2,1,4
Fall 2013,"RADIN, DIANE S",M,408S,INTEGRAL CALCULUS FOR SCIENCE,0,10,7,11,6,15,4,4,5,2,4,0,6
Fall 2013,"RADPAY, DANIELA",SPN,610D,INTERMEDIATE SPANISH I,0,9,6,2,3,3,0,1,0,0,0,0,0
Fall 2013,"RAFFA, GUY P",ITL,390K,DANTE I,0,4,2,0,0,0,0,0,0,0,0,0,0
Fall 2013,"RAIZEN, ESTHER L",HEB,601C,INTENSIVE HEBREW I,0,6,0,3,7,0,0,0,0,0,0,0,0
Fall 2013,"RAIZEN-COLMAN, MICHAL",MES,342,CAIRO COSMOPOLITAN,0,10,3,1,0,0,0,0,0,0,0,0,0
Fall 2013,"RAJA, L L",ASE,382Q,1-FOUNDATNS OF FLUID MECHANICS,0,4,3,2,1,0,0,0,0,0,0,0,0
Fall 2013,"RALLS, KENNETH M",M E,311,MATERIALS ENGINEERING,0,3,7,6,7,4,0,4,3,0,0,0,0
Fall 2013,"RALLS, KENNETH M",M E,386P,3-INTRO TO THERMODYN OF MATLS,0,12,6,2,1,0,0,0,0,0,0,0,0
Fall 2013,"RAMACHANDRAN, VIJAYA",C S,388P,PARALLEL ALGORITHMS,0,3,1,1,1,0,0,0,0,0,0,0,0
Fall 2013,"RAMAPRASAD, VENKAT R",SPN,610D,INTERMEDIATE SPANISH I,0,1,8,2,6,4,3,0,0,0,0,0,0
Fall 2013,"RAMIREZ, MANUEL III",PSY,309,PERSONALITY,0,8,11,6,7,13,1,9,5,5,1,4,0
Fall 2013,"RAMIREZ, SILVIA D",SPN,327G,ADV GRAMMAR AND COMPOSITION I,0,2,6,4,3,0,0,0,0,0,0,1,1
Fall 2013,"RAMIREZ, TERESITA B",KIN,119,18-ADVENTURE ACTIVITIES,0,6,3,3,1,1,0,0,1,1,1,0,1
Fall 2013,"RAMIREZ, TERESITA B",KIN,314,CHILDREN'S MOVEMENT,0,2,10,4,3,4,0,0,0,0,0,0,0
Fall 2013,"RAMOS, CARLOS E",GRG,301C,THE NATURAL ENVIRONMENT,0,21,28,28,42,41,21,34,17,5,6,3,6
Fall 2013,"RANDALL, D'ARCY C",CHE,333T,ENGINEERING COMMUNICATION,0,35,0,2,4,0,1,1,0,0,0,0,0
Fall 2013,"RANEY, MICHAEL W",UGS,303,CRIT THINKING FOR 21ST CENTURY,0,4,22,5,6,1,0,0,0,1,0,0,1
Fall 2013,"RANGANATHAN, RAMKUMAR",MAN,374,GENERAL MANAGEMENT & STRATEGY,0,9,10,15,6,3,1,0,1,0,0,0,0
Fall 2013,"RANGANATHAN, RAMKUMAR",MAN,374H,GENERAL MGMT & STRATEGY-HONORS,0,17,6,8,6,0,0,0,0,0,0,0,0
Fall 2013,"RAO, RAMESH K",B A,285T,FINANCIAL MANAGEMENT,0,16,6,5,9,9,0,4,1,0,0,0,0
Fall 2013,"RAO, RAMESH K",B A,385T,FINANCIAL MANAGEMENT,0,20,14,18,15,0,0,5,0,0,0,0,0
Fall 2013,"RAPPAPORT, GILBERT C",RUS,324,THIRD-YEAR RUSSIAN I,0,8,2,1,2,1,0,0,0,0,0,0,1
Fall 2013,"RASMUSSEN, SARAH M",T D,323C,DIRECTING I,0,6,1,2,0,0,0,0,0,0,0,0,1
Fall 2013,"RATHJE, ELLEN M",C E,360K,FOUNDATION ENGINEERING,0,4,4,5,5,6,1,1,0,1,2,0,1
Fall 2013,"RATHJE, ELLEN M",C E,387R,5-GEOTECHNICAL EARTHQUAKE ENGR,0,5,15,6,7,0,0,0,0,0,0,0,0
Fall 2013,"RAU, ALAN S",LAW,346K,NEGOTIATION,2,2,7,4,1,0,0,0,0,0,0,0,0
Fall 2013,"RAVI-CHANDAR, KRISHNASWA",ASE,384P,1-SOLID MECHANICS I,0,2,0,1,2,0,0,0,0,0,0,0,0
Fall 2013,"RAVI-CHANDAR, KRISHNASWA",E M,306,STATICS,0,42,17,26,35,24,35,20,14,0,15,0,1
Fall 2013,"RAVI-CHANDAR, KRISHNASWA",E M,388,SOLID MECHANICS I,0,2,4,2,1,0,0,1,1,0,0,0,0
Fall 2013,"RAVIKUMAR, PRADEEP",C S,395T,GRAPHICAL MODELS,0,21,3,0,2,0,0,0,0,0,0,0,0
Fall 2013,"RAWLINS, RACHAEL",CRP,381,2-PLANNING LAW,0,12,5,8,6,7,0,2,0,0,0,0,0
Fall 2013,"RAZ, ADI",HEB,601C,INTENSIVE HEBREW I,0,5,5,0,3,0,0,0,0,0,0,0,0
Fall 2013,"REBHOLZ, MATTHEW S",ART,319K,BEGIN PRINTMAKING: INTAGLIO,0,1,1,1,3,0,1,1,0,0,0,0,2
Fall 2013,"REBHORN, WAYNE A JR",E,321,SHAKESPEARE: SELECTED PLAYS,0,8,3,5,4,3,3,1,0,0,0,0,1
Fall 2013,"REBHORN, WAYNE A JR",E,603A,COMP AND READING IN WORLD LIT,0,8,5,1,1,0,0,0,0,0,0,0,0
Fall 2013,"REDEI, LORINC",P A,190G,WRITING FOR GLOBAL POLICY STDS,0,1,4,1,0,0,0,0,0,0,0,0,0
Fall 2013,"REDEI, LORINC",P A,388K,WRITING FOR GLOBAL POLICY STDS,0,4,6,4,3,1,0,1,0,0,0,0,0
Fall 2013,"REED, CORY A",SPN,326K,INTRO TO SPN LIT BEFORE 1700,0,2,3,2,1,3,2,2,0,0,0,0,0
Fall 2013,"REED, CORY A",UGS,302,"CULTURES: SPAIN, MEXICO, AM SW",0,4,4,2,1,1,0,0,0,0,0,0,0
Fall 2013,"REED, DENNE N",ANT,301,PHYSICAL ANTHROPOLOGY,0,20,13,18,32,29,20,28,19,8,4,3,6
Fall 2013,"REED, DENNE N",ANT,388,APPLIED DATA ANALYSIS,0,4,7,3,1,0,0,0,0,0,0,0,0
Fall 2013,"REED, JULIA A",TXA,327,CLOTHING AND HUMAN BEHAVIOR,0,35,3,4,3,1,1,0,0,0,0,0,0
Fall 2013,"REESE, STEPHEN D",UGS,302,UNDERSTANDING 9-11,0,1,2,0,3,2,1,1,2,0,0,0,0
Fall 2013,"REEVES, LAURETTA",PSY,305,INTRO TO COGNITIVE PSYCHOLOGY,0,8,18,13,8,13,3,2,3,1,0,0,1
Fall 2013,"REEVES, LAURETTA",PSY,337,PSYCHOLOGY OF LANGUAGE,0,7,8,9,10,7,4,2,3,0,0,0,1
Fall 2013,"REEVES, LAURETTA",PSY,333D,INTRO TO DEVELOPMENTAL PSYCH,0,16,22,10,16,8,3,5,1,0,0,0,1
Fall 2013,"REGAN, BRENDAN P",SPN,610D,INTERMEDIATE SPANISH I,0,3,4,3,5,2,0,5,1,0,0,0,0
Fall 2013,"REGISTER, LEONARD F",E E,339,SOLID-STATE ELECTRONIC DEVICES,0,11,0,4,9,2,1,4,0,0,1,0,0
Fall 2013,"REGNERUS, MARK",SOC,302,INTRO TO THE STUDY OF SOCIETY,0,78,0,0,62,0,0,28,0,0,12,0,1
Fall 2013,"REGNIER, MEGAN C",UGS,303,CRIT THINKING FOR 21ST CENTURY,0,27,13,7,2,1,0,1,1,0,0,0,0
Fall 2013,"REHBERG, PETER",GER,363K,BERLIN IN THE MOVIES,0,5,2,3,1,0,1,1,0,0,0,0,0
Fall 2013,"REICHL, LINDA E",PHY,102M,LABORATORY FOR PHY 302K,0,69,33,27,58,30,13,20,6,0,0,0,4
Fall 2013,"REICHL, LINDA E",PHY,302K,GEN PHY-TECH CRS-MECH/HEAT/SND,0,23,9,12,30,7,4,17,8,1,6,3,3
Fall 2013,"REICHLER, STUART A",UGS,303,RESEARCH METHODS-FRI,0,34,0,4,7,0,0,0,0,0,0,0,0
Fall 2013,"REILLY, MATTHEW F",E,314L,3-BANNED BOOKS AND NOVEL IDEAS,0,14,10,3,4,4,1,0,0,0,0,0,0
Fall 2013,"RELLERMEYER, JAN S",C S,345H,PROGRAMMING LANGUAGES: HONORS,0,32,0,0,14,0,0,1,0,0,1,0,0
Fall 2013,"REN, PENGYU",BME,383J,COMPUTATNL BIOMOLECULAR ENGR,0,6,2,1,0,0,0,0,0,0,0,0,0
Fall 2013,"RENBARGER, GRACE",LEB,323,BUSINESS LAW AND ETHICS,0,24,22,26,18,13,8,4,1,0,0,0,0
Fall 2013,"RENBARGER, GRACE",LEB,320F,FOUNDS OF LEGAL ENVIR OF BUSN,0,28,29,26,34,23,12,11,2,2,0,1,1
Fall 2013,"REPP, ANN M",PSY,304,INTRO TO CHILD PSYCHOLOGY,0,40,8,7,13,8,7,6,1,2,0,0,0
Fall 2013,"REPP, ANN M",PSY,341K,THE DEVELOPMENT OF ATTACHMENT,0,60,6,8,7,4,2,2,1,0,0,1,1
Fall 2013,"REPP, ANN M",UGS,302,DEVELOPMENT OF MORAL ACTION,0,15,1,1,0,0,0,0,0,0,0,1,0
Fall 2013,"RESTA, PAUL E",EDC,390T,FOUNDTIONS LEARNING TECHNOLOGY,0,14,1,1,0,0,0,0,0,0,0,0,0
Fall 2013,"RESTAD, PENNE L",HIS,315K,"UNITED STATES, 1492-1865-HON",0,2,8,7,5,1,0,0,0,0,0,0,0
Fall 2013,"RESTAD, PENNE L",HIS,317N,THINKING LIKE A HISTORIAN,0,4,2,3,1,1,0,2,1,0,0,0,0
Fall 2013,"REW, DONNA L",N,323,GENETICS IN HEALTH CARE,0,58,0,0,4,0,0,1,0,0,0,0,0
Fall 2013,"REYES BENAVIDES, GABRIEL",ADV,378,INTEG COMM LATINO ENTRTNMNT-WB,0,27,12,0,2,1,0,0,0,0,0,0,0
Fall 2013,"REYES BENAVIDES, GABRIEL",P R,378,INTEG COMM LATINO ENTRTNMNT-WB,0,15,1,2,0,2,0,0,0,0,0,0,0
Fall 2013,"REYES, PEDRO",EDA,388P,EDUC POLIT AND POLICY-CORE CRS,0,12,4,3,0,0,0,0,0,0,0,0,0
Fall 2013,"REYNOLDS, ANN M",ARH,304,ISSUES IN VISUAL CULTURE,0,6,26,20,12,4,1,1,1,0,0,0,0
Fall 2013,"REYNOLDS, CLARK W",MUS,381,REF & RSCH MATERIALS IN MUSIC,0,11,1,0,1,1,0,0,0,0,0,0,0
Fall 2013,"REYNOLDS, CLARK W",MUS,688A,5-ANALYTICAL TECHNIQUES,0,12,2,1,0,0,0,0,1,0,0,0,0
Fall 2013,"REYNOLDS, RAQUEL Y",N,278,CONTEMPORARY NURSING PRACTICE,0,28,0,0,4,0,0,0,0,0,0,0,0
Fall 2013,"REYNOLDS, RAQUEL Y",N,377P,CLINICAL CARE MANAGEMENT PRAC,0,8,0,0,2,0,0,0,0,0,0,0,0
Fall 2013,"RHODES, LODIS",P A,388K,EDUCATION AND SOCIAL CHANGE,0,1,0,1,3,0,0,0,0,0,0,0,0
Fall 2013,"RICCELLI, ADRIAN R",SPN,601D,INTRODUCTORY SPANISH,0,5,3,5,3,5,1,1,0,0,0,0,1
Fall 2013,"RICH, ELAINE A",C S,341,AUTOMATA THEORY,0,14,4,5,14,4,4,6,2,0,10,0,8
Fall 2013,"RICH, ELAINE A",UGS,302,MIRRORS ON OURSELVES,0,11,2,4,1,0,0,0,0,0,0,0,0
Fall 2013,"RICH, GEOFF B",KIN,119,15-VOLLEYBALL-BASIC CORE,0,10,2,1,6,1,0,1,0,0,0,0,1
Fall 2013,"RICH, GEOFF B",KIN,219T,MOVEMENT ANALYSIS: TEAM ACTIV,0,16,0,0,3,0,2,0,0,0,0,0,0
Fall 2013,"RICH, GEOFF B",PED,108C,BASKETBALL: ALL LEVEL-COED,0,37,5,0,4,1,1,1,0,0,0,1,1
Fall 2013,"RICH, GEOFF B",PED,108C,BASKETBALL: ALL LEVEL-MEN,0,34,0,0,5,0,1,0,0,0,0,0,1
Fall 2013,"RICH, GEOFF B",PED,108J,2-INTERMED POWER VOLLEYBALL,0,22,0,1,3,0,0,2,1,0,0,0,0
Fall 2013,"RICH, GEOFF B",PED,108J,3-ADVANCED POWER VOLLEYBALL,0,22,1,1,3,1,0,0,0,0,0,0,0
Fall 2013,"RICH, GEOFF B",PED,108S,2-INTERMEDIATE SOFTBALL,0,13,0,3,6,0,0,1,0,0,0,0,0
Fall 2013,"RICHARDSON, EDWARD E",ARC,320K,DESIGN III,0,4,6,2,1,0,0,0,1,0,0,0,0
Fall 2013,"RICHARDSON, EMILY A",CMS,314L,"LANG, COMMUNICATION, & CULTURE",0,25,0,0,12,0,0,1,0,0,1,0,0
Fall 2013,"RICHARDSON, MATTHEW T",E,376R,AFR AM LIT THRU HARL RENAIS,0,2,8,2,0,0,0,0,0,0,0,0,0
Fall 2013,"RICHARDSON, SAMUEL S",P A,393K,APPLD MICROECO FOR POLICY ANLY,0,3,3,2,2,1,1,0,0,0,0,0,0
Fall 2013,"RICHBURG, JOHN H",PHR,395G,PHARMACOTHERAPEUTICS IV,0,21,12,16,15,5,4,1,0,0,0,0,0
Fall 2013,"RICHBURG, JOHN H",PHR,395G,PHARMACOTHERAPEUTICS IV-E P,0,3,1,2,1,0,0,0,0,0,0,0,0
Fall 2013,"RICHBURG, JOHN H",PHR,395G,PHARMACOTHERAPEUTICS IV-S A,0,11,8,9,8,0,0,0,0,0,0,0,0
Fall 2013,"RICHBURG, JOHN H",PHR,395G,PHARMACOTHERAPEUTICS IV-VAL,0,0,1,0,2,2,0,0,0,0,0,0,0
Fall 2013,"RICHMOND-GARZA, ELIZABETH",E,316K,MASTERWORKS OF LIT: WORLD,0,8,32,21,44,42,14,23,7,4,7,1,3
Fall 2013,"RICHMOND-GARZA, ELIZABETH",UGS,303,MODERNITY AND ART OF UNCANNY,0,49,67,22,37,35,5,6,3,0,0,1,2
Fall 2013,"RICHTER, BRIAN",BGS,372,STRATEGIC CORP SOCIAL RESP,0,5,2,4,1,2,0,0,0,0,0,0,0
Fall 2013,"RICHTER, BRIAN",BGS,380D,STRATEGIC CORP SOCIAL RESP,0,8,9,4,12,2,0,0,0,0,0,0,0
Fall 2013,"RICHTER, GLENN A",MBU,339M,INTRO MUSIC BUSN & ENTREPRNSHP,0,6,3,1,1,4,0,2,1,0,0,0,0
Fall 2013,"RICORD-GRIESEMER, SARAH M",EDP,389H,9-COG-BEHAV ASSMNT AND INTERVN,0,7,3,2,0,0,0,0,0,0,0,0,0
Fall 2013,"RIDER, BRIAN C",LAW,330M,REAL ESTATE FINANCE,1,2,12,3,2,6,0,2,0,0,0,0,0
Fall 2013,"RIEGLE-CRUMB, CATHERINE",STM,180,OVERVIEW OF EDUC STATS-WB,0,10,2,0,0,0,0,0,0,0,0,0,0
Fall 2013,"RIEHL, ROBIN V",E,314L,3-BANNED BOOKS AND NOVEL IDEAS,0,3,4,3,2,0,2,1,0,0,0,0,1
Fall 2013,"RIEKENBERG, JANET J",B A,324,BUSN COMM: ORAL AND WRITTEN,0,9,27,37,17,2,1,2,0,0,0,0,0
Fall 2013,"RIFKIN, EDWIN L",ART,380,CRITIQUE IN STUDIO ART,0,3,2,1,4,0,0,0,0,0,0,0,0
Fall 2013,"RIFKIN, EDWIN L",VAS,379S,NON-FICTION FILM: 1960-2010,0,2,1,3,2,2,0,0,0,0,0,0,0
Fall 2013,"RILEY, MAGDALENA J",T D,312G,INTERMEDIATE BALLET TECHNIQUE,0,13,4,3,0,1,0,0,0,0,0,0,0
Fall 2013,"RIPPERGER-SUHLER, K G",HED,395,6-THEORIES OF HEALTH BEHAVIOR,0,7,2,1,2,3,1,0,0,0,0,0,1
Fall 2013,"RITCHIE, MARNIE M",CMS,306M,PROFESSNL COMMUNICATION SKILLS,0,12,0,0,19,0,0,6,0,0,3,0,0
Fall 2013,"RIVAUX, STEPHANIE L",S W,318,SOCIAL WORK STATISTICS,0,3,7,4,8,3,1,0,0,1,1,0,0
Fall 2013,"RIVERA, ANNA",N,290H,CHILD HEALTH NURSING PRACTICUM,0,3,0,0,5,0,0,1,0,0,0,0,0
Fall 2013,"ROACH, ROBERT M JR",LAW,376U,APPELLATE ADVOCACY,0,1,5,2,4,0,1,0,0,0,0,0,0
Fall 2013,"ROBBINS, KEVIN D",J,326F,REPORTING SPORTS,0,6,4,1,3,2,0,0,1,0,0,0,0
Fall 2013,"ROBBINS, KEVIN D",J,337F,LONG-FORM FEATURE WRITING,0,11,2,0,1,1,0,1,0,0,0,0,0
Fall 2013,"ROBBINS, KEVIN D",J,339T,SPORTS FOR REPORTING TEXAS,0,3,3,2,2,0,0,0,1,0,0,1,0
Fall 2013,"ROBERTS, BRYAN R",UGS,302,CRIME/VIOLENCE: LATIN AMERICA,0,16,2,0,0,0,0,0,0,0,0,0,0
Fall 2013,"ROBERTS, MICHAEL R",E,314L,3-BANNED BOOKS AND NOVEL IDEAS,0,2,4,6,2,1,0,0,0,0,0,0,0
Fall 2013,"ROBERTS, ROCHELLE M",PHR,182H,PROFESNL DEVEL CONVOCATION V,0,13,0,0,12,0,0,0,0,0,0,0,0
