sem,prof,dept,course_nbr,course_name,a1,a2,a3,b1,b2,b3,c1,c2,c3,d1,d2,d3,f,semesters
Aggregate,"HOLCOMBE, JAMES A",CH,455,FUNDMNTLS OF ANALYTICAL CHEM,0,21,0,0,30,0,0,5,0,0,2,0,0,Spring 2014
Aggregate,"TUNNELL, JAMES W",BME,347,FUNDMNTLS OF BIOMEDICAL OPTICS,0,2,0,3,1,2,2,0,2,1,1,0,1,Spring 2014
Aggregate,"BADOLATO, PATRICK G",ACC,311H,FUNDMNTLS OF FINANCIAL ACC-HON,0,35,36,30,26,5,2,0,1,0,0,0,0,Fall 2013
Aggregate,"NEWMAN, DONALD P",ACC,311H,FUNDMNTLS OF FINANCIAL ACC-HON,0,188,83,51,40,7,0,4,0,0,0,0,3,"Fall 2014,Fall 2015,Fall 2016"
Aggregate,"ABI GHANNAM, NIVEEN",P R,305,FUNDMNTLS OF PUBLIC RELATIONS,0,39,42,19,27,9,2,5,0,1,0,0,1,Fall 2014
Aggregate,"ANDERSON, RONALD B",P R,305,FUNDMNTLS OF PUBLIC RELATIONS,0,94,90,67,139,57,29,38,6,5,6,0,6,"Spring 2014,Spring 2015,Spring 2016,Fall 2016"
Aggregate,"KIM, EUNICE E",P R,305,FUNDMNTLS OF PUBLIC RELATIONS,0,42,57,13,13,1,0,0,0,0,0,0,3,Fall 2013
Aggregate,"CONTRERAS, LYDIA M",CHE,384T,FUNDMTL & APPS OF CELL REG,0,11,12,4,3,0,0,0,0,0,0,0,0,Spring 2016
Aggregate,"EATON, DAVID J",P A,388L,FUNDRAISING FOR PUBL/NONPROFIT,0,9,5,1,0,1,0,0,0,0,0,0,0,"Spring 2016,Spring 2017"
Aggregate,"GONZALEZ, JUAN C",EDA,391K,FUNDRAISING IN HIGHER EDUC 101,0,4,2,0,0,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,UNKNOWN,EDA,391K,FUNDRAISING IN HIGHER EDUC 101,0,2,3,1,0,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"PANOFF, KATHLEEN D",F A,381,FUNDRAISING IN THE ARTS,0,2,4,1,1,0,1,0,0,0,0,0,0,"Fall 2015,Fall 2016"
Aggregate,"SHEARER, ALLAN W",LAR,388,FUTURES AND CITIES,0,3,1,2,0,0,0,0,0,0,0,0,0,Spring 2017
Aggregate,"FINKELSTEIN, STEVEN L",AST,358,GALAXIES AND THE UNIVERSE,0,28,11,5,12,3,7,2,4,1,2,0,4,"Spring 2016,Spring 2017"
Aggregate,"WILLS, DEREK",AST,309R,"GALAXIES, QUASARS, & UNIVERSE",0,17,6,3,11,4,8,4,7,4,3,1,5,Spring 2014
Aggregate,"FINKELSTEIN, STEVEN L",AST,386,GALAXY EVOL AT HIGH REDSHIFT,0,4,0,0,3,0,0,0,0,0,0,0,0,Spring 2015
Aggregate,"TOPRAC, PAUL K",RTF,344N,GAME DEVEL CAPSTONE: 3D GAMES,0,13,6,1,0,1,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Fall 2015"
Aggregate,"WEIL, RACHEL S",F A,310,GAME HISTORY & CRITICAL THEORY,0,7,4,2,4,0,0,1,0,0,0,0,0,Spring 2015
Aggregate,"WEIL, RACHEL S",AET,336,GAME HISTORY AND THEORY,0,8,6,5,1,1,0,0,0,0,0,0,1,Fall 2015
Aggregate,"MERCIER, AARON V",E,314J,GAME OF THRONES,0,11,2,0,0,1,2,0,0,0,0,0,0,Fall 2013
Aggregate,"FUSSELL, DONALD S",C S,354R,GAME TECHNOLOGY,0,37,2,0,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"DAUGHERTY, NEAL A",ART,319T,GAMING,0,8,0,5,3,1,1,0,0,0,0,1,0,"Fall 2013,Spring 2014,Fall 2014"
Aggregate,"HACKETT, JO A",MEL,301,GATEWAY TO THE MIDDLE EAST,0,14,6,2,4,2,1,1,0,0,0,0,0,Fall 2015
Aggregate,"PAT-EL, NA'AMA",MEL,301,GATEWAY TO THE MIDDLE EAST,0,36,27,9,1,2,1,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2016"
Aggregate,"HELPER, MARK A",GEO,347K,GEMS AND GEM MINERALS,0,13,4,11,6,1,3,2,0,0,0,0,1,"Fall 2013,Fall 2014,Fall 2016"
Aggregate,"STONE, AUDREY J",KIN,345,GEN MED COND IN ATHL TRAINING,0,11,1,0,5,0,0,0,0,0,0,0,0,Spring 2016
Aggregate,"TRENT, MICHAEL S",BIO,326R,GEN MIC: MIC CELL STRUC/GENET,0,42,58,53,83,49,38,39,17,21,10,5,19,"Spring 2014,Spring 2015"
Aggregate,"WHITELEY, MARVIN",BIO,326R,GEN MIC: MIC CELL STRUC/GENET,0,89,109,71,94,63,31,28,31,11,9,2,12,"Fall 2013,Fall 2014,Fall 2015,Fall 2016"
Aggregate,"COKER, WILLIAM R",PHY,302L,GEN PHY TCH CRS: ELEC/LGHT/NUC,0,14,43,35,37,46,32,24,20,12,7,5,14,"Fall 2015,Spring 2016,Spring 2017"
Aggregate,"BERK, HERBERT L",PHY,302K,GEN PHY TCH CRS: MECH/HEAT/SND,0,11,6,3,12,5,4,7,5,1,5,1,4,Fall 2015
Aggregate,"COKER, WILLIAM R",PHY,302K,GEN PHY TCH CRS: MECH/HEAT/SND,0,3,10,12,9,12,3,5,2,9,3,3,8,"Spring 2014,Fall 2014,Fall 2016"
Aggregate,"ORBACH, RAYMOND L",PHY,302K,GEN PHY TCH CRS: MECH/HEAT/SND,0,30,8,6,37,8,4,12,5,0,2,0,2,"Fall 2013,Fall 2014,Fall 2015"
Aggregate,"REICHL, LINDA E",PHY,302K,GEN PHY TCH CRS: MECH/HEAT/SND,0,16,18,17,23,17,10,7,4,2,1,0,0,"Fall 2013,Spring 2017"
Aggregate,"TSOI, MAXIM",PHY,N302K,GEN PHY TCH CRS: MECH/HEAT/SND,0,8,5,14,3,5,6,4,2,2,0,2,1,Summer 2016
Aggregate,"BERK, HERBERT L",PHY,302L,GEN PHY-TECH CRS-ELEC/LGHT/NUC,0,10,13,19,15,18,13,17,9,5,3,4,4,"Fall 2013,Spring 2015"
Aggregate,"BOHM, ARNO R",PHY,302L,GEN PHY-TECH CRS-ELEC/LGHT/NUC,0,33,17,22,12,6,3,4,3,1,1,0,2,"Spring 2014,Spring 2015"
Aggregate,"GUST, ERICH D",PHY,302L,GEN PHY-TECH CRS-ELEC/LGHT/NUC,0,23,20,9,14,11,6,6,6,2,5,0,0,Fall 2014
Aggregate,"MARKERT, CHRISTINA",PHY,302L,GEN PHY-TECH CRS-ELEC/LGHT/NUC,0,35,33,27,22,13,4,3,0,0,0,0,0,Spring 2014
Aggregate,"SHVETS, GENNADY",PHY,302L,GEN PHY-TECH CRS-ELEC/LGHT/NUC,0,30,0,0,49,0,0,25,0,0,13,0,4,Spring 2015
Aggregate,"COKER, WILLIAM R",PHY,302K,GEN PHY-TECH CRS-MECH/HEAT/SND,0,7,15,20,18,11,14,17,19,4,4,5,7,"Spring 2014,Fall 2014,Fall 2016"
Aggregate,"HEGELICH, BJORN",PHY,302K,GEN PHY-TECH CRS-MECH/HEAT/SND,0,57,2,6,49,7,5,37,3,1,8,0,18,"Spring 2014,Spring 2015"
Aggregate,"ORBACH, RAYMOND L",PHY,302K,GEN PHY-TECH CRS-MECH/HEAT/SND,0,34,20,14,34,22,12,39,4,1,0,0,4,"Fall 2013,Fall 2014,Fall 2015"
Aggregate,"REICHL, LINDA E",PHY,302K,GEN PHY-TECH CRS-MECH/HEAT/SND,0,23,9,12,30,7,4,17,8,1,6,3,3,"Fall 2013,Spring 2017"
Aggregate,"SUDARSHAN, GEORGE",PHY,302K,GEN PHY-TECH CRS-MECH/HEAT/SND,0,77,0,0,35,0,0,6,0,0,2,0,2,Fall 2014
Aggregate,"CAVAZOS, ELAINE H",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,41,10,5,3,2,1,1,0,0,0,0,2,"Fall 2015,Fall 2016"
Aggregate,"GONZALEZ, KARLA",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,26,6,0,1,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"LEE, SHARON",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,7,8,3,0,0,0,0,0,0,0,0,0,Spring 2015
Aggregate,"PULLIAM, ROSE M",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,43,2,4,3,1,1,0,0,0,0,0,1,"Fall 2013,Spring 2014"
Aggregate,"ROBLES, EDEN H",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,13,10,2,0,0,0,1,0,0,0,0,0,Fall 2013
Aggregate,"SHORKEY, CLAYTON T",S W,312,GEN S W PRAC: KNOWL/VAL/SKILLS,0,57,11,2,3,1,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Spring 2016"
Aggregate,"FULLER, KATHRYN",RTF,359S,GENDER & MEDIA IN THE 1960S,0,17,2,2,1,0,0,0,0,0,0,0,0,"Fall 2014,Spring 2016"
Aggregate,"FULLER, KATHRYN",RTF,359S,GENDER & MEDIA THROUGH HISTORY,0,14,2,2,0,0,0,0,0,0,0,0,0,"Fall 2014,Spring 2016"
Aggregate,"BOCK, MARY A",J,348D,GENDER & THE NEWS,0,17,5,11,10,1,1,1,0,0,0,0,0,"Spring 2015,Spring 2017,Fall 2016"
Aggregate,"HO, CHRISTINE Y",AAS,320,GENDER AND ASIAN AMERICAN LIT,0,5,2,1,1,0,0,0,0,0,0,0,1,Spring 2014
Aggregate,"CLOUD, DANA L",CMS,364K,GENDER AND COMMUNICATION,0,10,0,3,4,3,0,1,0,0,0,0,0,Fall 2013
Aggregate,"FEYH, KATHLEEN",CMS,364K,GENDER AND COMMUNICATION,0,9,0,0,9,0,0,2,0,0,0,0,0,Fall 2014
Aggregate,"CRINER, MARY C",INF,315E,GENDER AND DIGITAL CULTURE,0,6,5,3,0,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2016"
Aggregate,"SCOTT, SUZANNE",RTF,359S,GENDER AND FAN CULTURE,0,3,3,4,2,2,1,1,0,0,0,0,1,Fall 2016
Aggregate,"BIGLER, REBECCA",PSY,365G,GENDER AND RACIAL ATTITUDES,0,22,26,11,16,5,3,1,0,1,0,0,0,"Fall 2014,Fall 2015,Fall 2016"
Aggregate,"ROSSEN PAVKOVIC, REBECCA",T D,357T,GENDER AND SEXUALITY IN PERF,0,16,4,3,1,1,1,0,0,0,0,0,0,"Fall 2014,Spring 2015,Spring 2017"
Aggregate,"OH, YOUJEONG",ANS,390,GENDER IN EAST ASIA,0,4,2,0,0,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"CHARRAD, MOUNIRA M",SOC,336G,GENDER POL IN ISLAMIC WORLD,0,28,4,13,0,3,0,0,0,1,0,0,0,"Spring 2014,Fall 2015,Fall 2016"
Aggregate,"CHARRAD, MOUNIRA M",SOC,336G,GENDER POLIT IN ISLAMIC WORLD,0,9,8,5,3,3,1,0,0,0,0,0,0,"Spring 2014,Fall 2015,Fall 2016"
Aggregate,"ANGEL, JACQUELINE L",P A,383C,"GENDER, HEALTH, AND SOCIETY",0,22,5,2,2,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Spring 2017"
Aggregate,"HOOKER, JULIET A",UGS,303,"GENDER, SLAVERY, AND FREEDOM",0,44,32,8,6,7,3,1,3,0,0,0,2,"Fall 2015,Fall 2016"
Aggregate,"COLLINS, CAITLYN M",SOC,307L,GENDER/RACE/CLASS AMER SOC,0,8,6,3,8,4,2,3,2,1,0,0,2,Fall 2014
Aggregate,"WHEATLEY, MARY C",SOC,307L,GENDER/RACE/CLASS AMER SOC,0,28,8,4,3,1,0,1,1,0,0,0,1,Spring 2015
Aggregate,"LODGE, AMY C",SOC,308,GENDER/RACE/CLASS IN AMER SOC,0,19,9,12,15,9,2,8,3,1,1,0,2,"Fall 2013,Spring 2014"
Aggregate,"HUBBARD, THOMAS K",C C,348,GENDER/SEXUALITY IN ANC NOVEL,0,1,3,3,2,2,1,0,0,0,0,0,1,Spring 2014
Aggregate,"HACKETT, JO A",UGS,303,GENDERING THE HEBREW BIBLE,0,62,27,1,4,1,1,1,0,0,0,1,1,Spring 2014
Aggregate,"AROIAN, MIHRAN A",MAN,S374,GENERAL MANAGEMENT & STRATEGY,0,10,16,13,4,1,1,0,0,0,0,0,0,Summer 2016
Aggregate,"COURTER, STEPHEN E",MAN,374,GENERAL MANAGEMENT & STRATEGY,0,15,7,5,9,1,0,1,0,0,0,0,0,Fall 2013
Aggregate,"HAN, SUHO",MAN,374,GENERAL MANAGEMENT & STRATEGY,0,9,3,3,3,3,0,0,0,0,0,0,0,Spring 2015
Aggregate,"HANNAH, DOUGLAS",MAN,374,GENERAL MANAGEMENT & STRATEGY,0,10,6,7,4,3,0,1,0,0,0,0,0,Spring 2016
Aggregate,"KYPRIANOU, CHRISTINA",MAN,374,GENERAL MANAGEMENT & STRATEGY,0,6,2,1,1,2,0,1,0,0,0,0,0,Spring 2014
Aggregate,"ROUNDY, PHILIP",MAN,374,GENERAL MANAGEMENT & STRATEGY,0,37,1,1,0,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"POLIDORO, FRANCISCO JR",MAN,374H,GENERAL MGMT & STRATEGY-HONORS,0,26,30,53,33,2,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Spring 2016"
Aggregate,"HANNAH, DOUGLAS",MAN,374H,GENERAL MGMT & STRATEGY: HON,0,34,41,36,12,0,0,0,0,0,0,0,0,"Spring 2016,Spring 2017"
Aggregate,"POLIDORO, FRANCISCO JR",MAN,374H,GENERAL MGMT & STRATEGY: HON,0,9,12,12,10,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Spring 2016"
Aggregate,"HARSHEY, RASIKA M",BIO,326R,GENERAL MICROBIOLOGY,0,11,15,12,29,9,2,6,1,0,0,0,3,Spring 2017
Aggregate,"SAXENA, PRATIBHA",BIO,326R,GENERAL MICROBIOLOGY,0,4,0,3,5,3,2,3,1,2,0,0,0,Spring 2016
Aggregate,"WHITELEY, MARVIN",BIO,326R,GENERAL MICROBIOLOGY,0,69,74,57,57,42,19,21,17,6,6,2,8,"Fall 2013,Fall 2014,Fall 2015,Fall 2016"
Aggregate,"KAUSHIK, KARISHMA S",BIO,N226L,GENERAL MICROBIOLOGY LAB,0,9,2,4,5,5,3,3,3,0,0,0,0,Summer 2016
Aggregate,"MEYER, RICHARD J",BIO,226L,GENERAL MICROBIOLOGY LAB,0,239,363,372,348,272,178,129,61,28,9,11,23,"Fall 2013,Spring 2014,Fall 2014,Spring 2015,Fall 2015,Spring 2016,Spring 2017,Fall 2016"
Aggregate,"LANG, KAROL",PHY,317K,GENERAL PHYSICS I,0,246,125,57,63,43,45,40,20,14,8,7,22,"Fall 2013,Fall 2015,Fall 2016"
Aggregate,"MACDONALD, ALLAN H",PHY,317K,GENERAL PHYSICS I,0,19,15,16,19,18,12,3,2,1,3,0,1,Spring 2015
Aggregate,"RITCHIE, JACK L",PHY,317K,GENERAL PHYSICS I,0,60,31,31,29,11,17,19,8,4,3,3,6,Fall 2014
Aggregate,"TSOI, MAXIM",PHY,317K,GENERAL PHYSICS I,0,25,14,13,9,12,13,15,12,1,3,2,1,"Spring 2014,Spring 2016"
Aggregate,"BERK, HERBERT L",PHY,317L,GENERAL PHYSICS II,0,21,24,11,13,4,7,1,3,5,2,0,1,Spring 2014
Aggregate,"DOWNER, MICHAEL W",PHY,317L,GENERAL PHYSICS II,0,13,19,6,32,7,7,19,8,2,3,1,2,Fall 2015
Aggregate,"SHUBEITA, GEORGE T",PHY,317L,GENERAL PHYSICS II,0,22,22,19,15,20,8,4,5,2,3,1,3,Spring 2014
Aggregate,"YEAZELL, JOHN A",PHY,317L,GENERAL PHYSICS II,0,274,95,59,31,29,22,14,6,7,1,3,7,"Fall 2014,Spring 2015,Fall 2013"
Aggregate,"STRUPPECK, THOMAS",M,375T,GENERALIZED LINEAR MODELS,0,30,0,1,14,3,0,8,3,0,0,0,5,"Spring 2015,Spring 2014,Spring 2016"
Aggregate,"BADY, AARON",E,360S,GENERATING AFRICAN LITERATURE,0,3,4,6,3,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"DOWNING, GLENN P",C S,N371G,GENERIC PROGRAMMING & THE STL,0,5,1,1,1,2,1,1,1,0,0,0,0,Summer 2016
Aggregate,"JANSEN, ROBERT K",UGS,302,GENETICALLY-MODIFIED ORGANISMS,0,27,0,0,6,0,0,1,0,0,0,0,0,"Spring 2015,Spring 2016"
Aggregate,"ATKINSON, NIGEL S",BIO,325,GENETICS,0,87,69,54,118,61,26,74,37,12,15,10,27,"Fall 2013,Fall 2014,Fall 2015,Spring 2017"
Aggregate,"BIERNER, MARK W",BIO,325,GENETICS,0,162,0,0,128,0,0,46,0,0,8,0,9,"Fall 2013,Spring 2014"
Aggregate,"CHEN, ZENGJIAN J",BIO,395F,GENETICS,0,14,9,6,32,11,0,0,0,0,1,0,1,"Spring 2014,Spring 2015,Spring 2016"
Aggregate,"FINKLEA, BEVERLY J",BIO,325,GENETICS,0,92,0,0,154,0,0,192,0,0,42,0,15,"Spring 2015,Fall 2013,Spring 2014,Fall 2014"
Aggregate,"HUQ, ENAMUL",BIO,S325,GENETICS,0,28,13,10,12,4,4,5,6,0,1,0,4,Summer 2016
Aggregate,"LEACOCK, STEFANIE W",BIO,325,GENETICS,0,52,43,21,30,38,25,16,14,4,6,2,2,"Fall 2014,Fall 2015"
Aggregate,"MOHANTY, SANGHAMITRA",BIO,325,GENETICS,0,182,94,45,42,28,10,18,14,4,3,3,5,"Fall 2013,Fall 2014"
Aggregate,"MOON, JENNIFER",BIO,325,GENETICS,0,87,94,71,79,95,49,56,28,11,8,9,13,"Spring 2015,Spring 2016,Spring 2017"
Aggregate,"MOORE, BARBARA E",BIO,325,GENETICS,0,34,18,12,8,14,16,10,21,4,6,10,15,"Fall 2013,Spring 2014"
Aggregate,"ABBYAD, CHRISTINE W",N,323,GENETICS IN HEALTH CARE,0,214,0,0,30,0,0,1,0,0,0,0,0,"Spring 2016,Fall 2016"
Aggregate,"MURPHEY, CHRISTINA L",N,323,GENETICS IN HEALTH CARE,0,111,0,0,9,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"REW, DONNA L",N,323,GENETICS IN HEALTH CARE,0,161,0,0,29,0,0,3,0,0,0,0,1,"Fall 2013,Fall 2014,Fall 2015"
Aggregate,"SAXENA, INDER M",BIO,301G,GENETICS IN THE 21ST CENTURY,0,11,12,15,14,9,4,2,1,1,0,0,1,Spring 2017
Aggregate,"ABBYAD, CHRISTINE W",N,F284N,GENOMIC APPLC IN NURSING,0,39,0,0,10,0,0,1,0,0,0,0,0,Summer 2016
Aggregate,"VIKALO, HARIS",E E,381V,GENOMIC SIGN PROC/DATA SCI,0,10,3,4,0,0,0,0,0,0,0,0,0,Fall 2016
Aggregate,"KYLE, JAMES R",GEO,335,GEO AND MIN RESOURCES OF TEXAS,0,3,3,2,1,1,2,1,1,0,0,0,0,Spring 2014
Aggregate,"MILLER, NATHANIEL R",GEO,391,GEOCH PROB SOLV WITH ION/ATOM,0,8,0,0,3,0,0,0,0,0,0,0,0,Spring 2016
Aggregate,"FARIA, CAROLINE",GRG,350K,GEOGRAPHIES OF GLOBALIZATION,0,65,31,18,16,15,5,5,4,2,1,1,6,"Fall 2014,Fall 2015,Fall 2016"
Aggregate,"BANNER, JAY L",GEO,306P,GEOLOGY AND SUSTAINABILITY,0,11,6,5,6,1,0,0,0,0,0,0,0,"Fall 2015,Fall 2016"
Aggregate,"KYLE, JAMES R",GEO,386R,GEOLOGY OF EARTH RESOURCES,0,5,0,2,2,2,0,0,0,0,0,0,0,"Fall 2015,Fall 2016"
Aggregate,"FREBOURG, GREGORY",GEO,391,GEOLOGY OF MUDROCKS-PRC,0,10,7,1,7,3,0,1,1,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015"
Aggregate,"BENNETT, PHILIP C",GEO,381G,GEOMICROBIOLOGY,0,14,8,2,0,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2015,Fall 2016"
Aggregate,"OMELON, CHRISTOPHER R",GEO,381G,GEOMICROBIOLOGY,0,1,2,1,1,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"JOHNSON, JOEL P",GEO,385Q,GEOMORPHOLOGY PROCESS & FORM,0,38,20,14,7,3,1,1,0,1,1,0,0,"Spring 2016,Spring 2017"
Aggregate,"GUTIERREZ, ROBERTO",GEO,468K,GEOPHYSICS FOR GEO SCI MAJORS,0,2,2,2,5,1,2,0,1,0,0,0,0,Spring 2014
Aggregate,"TISATO, NICOLA",GEO,468K,GEOPHYSICS FOR GEO SCI MAJORS,0,2,1,3,3,2,0,0,0,0,0,0,0,Spring 2016
Aggregate,"CATANIA, GINNY A",UGS,303,GEOSCIENCE IN THE PUBLIC MEDIA,0,17,22,10,11,9,8,3,2,0,0,0,2,Spring 2014
Aggregate,"ELLINS, KATHERINE K",GEO,271T,GEOSCIENCE THROUGH LENS OF ART,0,5,7,1,2,0,2,0,0,0,0,0,0,Fall 2015
Aggregate,"LAVIER, LUC L",GEO,271T,GEOSCIENCE THROUGH LENS OF ART,0,4,7,0,2,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"DEEDS, NEIL E",PGE,373L,GEOSYS ENGR DESIGN AND ANLY,0,0,8,3,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"ZORNBERG, JORGE G",C E,357,GEOTECHNICAL ENGINEERING,0,2,1,1,0,0,0,4,0,0,2,0,0,Fall 2013
Aggregate,"KELLY, KATHLEEN A",MUS,311G,GERMAN FOR MUSICIANS,0,4,5,0,0,3,0,0,0,0,0,0,0,Fall 2013
Aggregate,"SNYDER, LAURA",MUS,311G,GERMAN FOR MUSICIANS,0,4,0,0,3,1,1,1,0,0,0,0,0,Fall 2016
Aggregate,"FULK, KIRKLAND A",GER,346L,"GERMAN LIT, ENLIGHTMNT-PRESENT",0,15,5,6,2,1,0,0,0,0,0,0,1,"Fall 2014,Spring 2016"
Aggregate,"BAEUMEL, MARTIN",GER,348D,GERMAN PLAY: STUDENT PRODUCTN,0,24,0,1,2,1,0,0,0,0,0,0,0,Spring 2015
Aggregate,"FULK, KIRKLAND A",GER,348D,GERMAN PLAY: STUDENT PRODUCTN,0,11,5,2,1,0,0,0,0,0,0,0,0,Spring 2017
Aggregate,"FULK, KIRKLAND A",GER,373,GERMAN SCIENCE FICTION,0,12,0,6,3,2,0,0,1,0,0,0,1,"Spring 2014,Fall 2015"
Aggregate,"HOBERMAN, JOHN M",EUS,308,GERMANY AND GLOBALIZATION,0,2,1,5,1,1,0,0,0,0,0,0,0,Spring 2017
Aggregate,"CREW, DAVID F",HIS,337N,GERMANY IN THE 20TH CEN-HONORS,0,6,2,2,0,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"MACKINTOSH, PRUDENCE M",LAH,350,GETTING IT IN WRITING,0,4,5,1,2,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Spring 2016,Spring 2017"
Aggregate,"COX, BENJAMIN D",R S,312,GHOST/GOD/ANCST: RLG E ASIA,0,10,5,1,2,2,2,0,0,0,0,0,2,Fall 2016
Aggregate,"BLUE, MORGAN G",RTF,359S,GIRLS' MEDIA AND CUL STUDIES,0,10,9,8,0,1,0,0,0,0,0,0,0,"Fall 2013,Spring 2014"
Aggregate,"CHATTOPADHYAY, TUPUR",RTF,301N,GLOBAL BOLLYWOOD,0,1,8,2,4,5,0,0,0,0,0,0,1,Fall 2016
Aggregate,UNKNOWN,HIS,306N,GLOBAL EARLY MODERN EUROPE,0,14,3,3,5,1,0,0,0,0,0,0,0,"Fall 2015,Fall 2015"
Aggregate,"HOUSER, HEATHER",E,360S,GLOBAL ENVIRONMENT LIT & FILM,0,2,3,3,6,0,2,1,0,0,0,0,0,Fall 2014
Aggregate,"RABY, MEGAN M",HIS,350L,GLOBAL ENVIRONMENTAL HISTORY,0,8,3,3,4,3,0,3,0,0,0,0,1,"Fall 2014,Spring 2017"
Aggregate,"CHAPMAN, TERRENCE L",GOV,360N,GLOBAL GOVERNANCE,0,8,6,3,21,12,8,6,3,1,0,0,0,"Fall 2015,Spring 2017,Fall 2016"
Aggregate,"HORTON, SHALONDA E",N,309,GLOBAL HEALTH,0,40,0,0,5,0,0,0,0,0,0,0,3,Spring 2015
Aggregate,"SCHNYER, ROSA N",N,309,GLOBAL HEALTH,0,40,0,0,6,0,0,0,0,0,0,0,0,Spring 2017
Aggregate,"TODD, ANA T",N,309,GLOBAL HEALTH,0,51,0,0,6,0,0,0,0,0,0,0,0,Spring 2017
Aggregate,"JEON, JIWON",SOC,321K,GLOBAL HEALTH ISSUES & SYSTEMS,0,3,5,6,3,4,1,3,0,0,0,0,0,Spring 2014
Aggregate,"OSSEO-ASARE, ABENA D",HIS,366N,GLOBAL HISTORY OF DISEASE,0,61,13,2,6,2,1,1,0,0,0,0,2,"Fall 2014,Fall 2015,Spring 2017"
Aggregate,"HAMILTON, PETER E",AAS,325,GLOBAL HONG KONG,0,6,7,3,6,1,2,1,1,1,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"SHINGAVI, SNEHAL A",E,360L,GLOBAL INDIAN LITERATURE,0,5,5,5,3,2,0,0,0,0,0,0,1,"Fall 2014,Spring 2015"
Aggregate,"SPEED, SHANNON",ANT,324L,GLOBAL INDIGENOUS ISSUES,0,4,7,4,1,2,0,0,0,0,0,0,1,Spring 2014
Aggregate,"RYAN, PATRICIA S",SOC,308,GLOBAL INEQUALITIES AND HEALTH,0,10,7,4,5,4,5,7,0,2,1,0,2,Fall 2013
Aggregate,"HINDMAN, HEATHER A",ANT,324L,GLOBAL MARKETS AND LOCAL CULS,0,6,1,0,5,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014"
Aggregate,"STRAUBHAAR, JOSEPH",RTF,387C,GLOBAL MEDIA,0,25,7,1,1,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2015,Fall 2016"
Aggregate,"PINKERTON, STEVEN G",E,379R,GLOBAL MODERNISMS,0,3,5,1,2,1,0,1,1,0,0,0,2,Spring 2015
Aggregate,"WEAVER, CATHERINE E",P A,195G,GLOBAL POLICY SIMULATION,0,46,37,13,2,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2015"
Aggregate,"GILBERT, DORIE J",S W,360K,GLOBAL PROJECT DEVELOPMENT,0,8,1,2,0,0,0,0,0,0,1,0,0,"Spring 2014,Fall 2014,Spring 2015,Spring 2016,Spring 2017"
Aggregate,"BEACH, TIMOTHY",GRG,356,GLOBAL SUSTNBLTY/SOIL-HON,0,3,3,0,3,0,1,0,1,0,0,0,0,Spring 2017
Aggregate,"BUSBY, JOSHUA W",P A,682GB,GLOBAL WIDLIFE CONSERVATION,0,10,4,1,0,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"GREEN, PENNY A",SOC,S340C,GLOBALIZATION,0,13,4,2,2,2,3,1,1,0,0,0,2,Summer 2016
Aggregate,"HULLUM, JANICE R",SOC,340C,GLOBALIZATION,0,2,6,5,2,0,0,1,0,1,0,0,0,Fall 2013
Aggregate,"CHEN, WENHONG",UGS,302,GLOBALIZATION AND SOCIAL MEDIA,0,17,14,1,2,0,1,1,0,0,0,0,0,"Spring 2015,Spring 2016"
Aggregate,"GHOLZ, CHARLES E",P A,388K,GLOBALIZATION: POLITICAL ECON,0,3,5,6,3,0,1,0,0,0,0,0,0,"Fall 2013,Spring 2014,Spring 2017,Fall 2016"
