sem,prof,dept,course_nbr,course_name,a1,a2,a3,b1,b2,b3,c1,c2,c3,d1,d2,d3,f,semesters
Aggregate,"PARK, SANG-HOON",KOR,330,1-ADV CONVERSATION IN KOREAN,0,16,1,0,1,0,0,0,0,0,0,0,0,Spring 2016
Aggregate,"SKERRETT, ALLISON",EDC,370S,1-ADV METHS ENG/LANG ARTS/READ,0,3,3,3,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"RAVAL, PAUL J",RTF,343,1-ADV NARRATIVE PRODUCTION,0,16,3,2,0,0,0,0,0,0,0,0,0,Spring 2015
Aggregate,"ROHAL, TODD",RTF,343,1-ADV NARRATIVE PRODUCTION,0,6,15,1,0,0,0,1,0,0,0,0,0,Spring 2016
Aggregate,"SCHIESARI, NANCY",RTF,343,1-ADV NARRATIVE PRODUCTION,0,4,5,3,4,0,1,0,0,1,0,0,0,Fall 2016
Aggregate,"SILVERSTEIN, ANNA SOPHIA",RTF,343,1-ADV NARRATIVE PRODUCTION,0,31,3,4,2,0,0,1,0,0,0,0,0,"Fall 2014,Fall 2015"
Aggregate,"KOIKE, DALE A",SPN,367K,1-ADV ORAL EXP FOR TEACHERS,0,3,7,1,4,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"MCALLISTER, JOHN J",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,3,2,1,2,3,0,0,0,0,0,0,0,"Spring 2016,Spring 2017,Fall 2016"
Aggregate,"POYSER, BRYAN K",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,13,7,6,3,1,0,0,0,0,0,1,0,"Spring 2014,Fall 2014,Fall 2013,Fall 2015,Spring 2016"
Aggregate,"WEINERT, SUZANNE",RTF,369,1-ADV SCRNWRT FOR FEATURE FILM,0,19,1,2,2,1,0,0,0,0,0,0,0,"Fall 2014,Spring 2015"
Aggregate,"ALTI, AYDOGAN",FIN,394,1-ADVANCED CORPORATE FINANCE,0,16,20,13,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"COHN, JONATHAN B",FIN,394,1-ADVANCED CORPORATE FINANCE,0,104,43,57,46,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2014,Spring 2015,Spring 2015,Spring 2016"
Aggregate,"DREXLER, ALEJANDRO H",FIN,394,1-ADVANCED CORPORATE FINANCE,0,10,9,2,2,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"LEE, INMOO",FIN,394,1-ADVANCED CORPORATE FINANCE,0,10,8,10,13,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"ABREVAYA, JASON I",ECO,348K,1-ADVANCED ECONOMETRICS,0,10,5,7,0,0,0,0,0,0,0,0,0,Fall 2016
Aggregate,"SANDERS, BOB G",BIO,394M,1-ADVANCED IMMUNOLOGY,0,1,4,1,0,0,0,0,0,0,0,0,0,Spring 2015
Aggregate,"TUCKER, HALEY O",BIO,394M,1-ADVANCED IMMUNOLOGY,0,4,2,2,0,0,0,0,0,0,0,0,0,Spring 2017
Aggregate,"DOBIAS, LISA Z",ADV,377,1-ADVANCED MEDIA STRATEGIES,0,141,45,19,5,1,0,2,0,0,0,0,0,"Fall 2013,Spring 2014,Fall 2014,Spring 2015,Fall 2015,Fall 2016"
Aggregate,"BERBEROGLU, HALIL",M E,381Q,1-ADVANCED THERMODYNAMICS,0,4,8,5,3,2,0,0,0,0,0,0,0,Fall 2013
Aggregate,"ELLZEY, JANET L",M E,381Q,1-ADVANCED THERMODYNAMICS,0,6,5,3,4,0,0,1,0,0,0,0,0,Fall 2014
Aggregate,"WANG, YAGUO",M E,381Q,1-ADVANCED THERMODYNAMICS,0,21,6,6,9,1,0,0,0,0,0,0,0,"Fall 2015,Fall 2016"
Aggregate,"FREELAND, JEANNE H",NTR,390,1-ADVANCES IN NUTRITNL SCI I,0,17,9,2,1,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016"
Aggregate,"DECHAVEZ, YVETTE M",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,14,3,1,1,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014,Spring 2015"
Aggregate,"DOSPIL, JORDAN S",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,13,0,1,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"RICHARDSON, MATTHEW T",AFR,317F,1-AFRICAN AMERICAN LIT AND CUL,0,3,4,3,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"WILKS, JENNIFER M",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,6,8,12,13,7,1,1,0,0,0,0,0,"Fall 2013,Fall 2014,Spring 2017"
Aggregate,"WOODARD, HELENA",E,314V,1-AFRICAN AMERICAN LIT AND CUL,0,16,11,5,5,5,0,0,5,0,0,1,1,"Fall 2013,Fall 2014,Spring 2017"
Aggregate,"SMITH, MARK C",AMS,370,1-AMER CUL HIST ALCHL/DRUGS,0,19,10,8,11,6,3,8,1,0,0,0,2,"Spring 2014,Fall 2014,Spring 2016,Spring 2017,Fall 2016"
Aggregate,"SCHUSSEL, FRANKY L",ASL,350,1-AMERICAN SIGN LANGUAGE LIT,0,4,4,3,1,0,0,0,0,0,0,0,0,Spring 2016
Aggregate,"HENRY, MAYA L",CSD,293F,1-APHASIA,0,26,12,7,2,0,0,0,0,0,0,0,0,"Fall 2014,Fall 2016"
Aggregate,"MARQUARDT, THOMAS P",CSD,293F,1-APHASIA,0,31,25,10,1,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Fall 2013,Fall 2014,Fall 2015,Spring 2016,Spring 2017"
Aggregate,"ALRUTZ, MEGAN",T D,387D,1-APPLIED DRAMA AND THEATRE,0,16,7,1,1,0,0,0,1,0,0,0,0,"Spring 2014,Spring 2016,Spring 2017"
Aggregate,"LEIBOWICZ, BENJAMIN D",ORI,390R,1-APPLIED PROBABILITY,0,8,8,10,3,3,2,0,0,0,0,0,0,Fall 2016
Aggregate,"CAREY, ANGELA A",CSD,394K,1-AURAL HABILITATION,0,17,4,0,0,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2017"
Aggregate,"CURRAN, TINA M",T D,302T,1-BALLET I,0,14,1,2,0,1,0,1,1,0,0,0,0,Fall 2014
Aggregate,"BECKWITH, KIMBERLY A",PED,105C,1-BEGINNING HANDBALL,0,64,12,0,1,0,0,0,0,0,0,0,2,"Fall 2013,Spring 2014,Spring 2014,Fall 2014,Spring 2015"
Aggregate,"SANDERS, MICHAEL T",PED,105C,1-BEGINNING HANDBALL,0,10,0,0,1,0,0,0,0,0,0,0,1,Fall 2015
Aggregate,"BECKWITH, KIMBERLY A",PED,104R,1-BEGINNING RACQUETBALL,0,59,11,1,4,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014,Fall 2014,Spring 2015"
Aggregate,"SANDERS, MICHAEL T",PED,104R,1-BEGINNING RACQUETBALL,0,17,3,1,0,0,0,0,0,0,0,0,0,Fall 2015
Aggregate,"MILLER, CAMPBELL L",PED,103L,1-BEGINNING SOCIAL DANCE-MEN,0,368,49,18,25,13,8,6,4,2,1,0,11,"Fall 2013,Fall 2013,Fall 2013,Fall 2013,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Fall 2014,Fall 2014,Fall 2014,Fall 2014,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Fall 2015,Fall 2015,Fall 2015,Fall 2015,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2016"
Aggregate,"MILLER, CAMPBELL L",PED,103L,1-BEGINNING SOCIAL DANCE-WOMEN,0,434,36,23,22,10,1,5,3,1,1,1,1,"Fall 2013,Fall 2013,Fall 2013,Fall 2013,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Spring 2014,Fall 2014,Fall 2014,Fall 2014,Fall 2014,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Spring 2015,Fall 2015,Fall 2015,Fall 2015,Fall 2015,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2016,Spring 2016"
Aggregate,"WATSON, RACHEL M",PED,103L,1-BEGINNING SOCL DANCE-FOLLOWS,0,59,4,1,1,1,0,2,0,0,0,1,1,"Fall 2016,Fall 2016,Fall 2016,Fall 2016"
Aggregate,"WATSON, RACHEL M",PED,103L,1-BEGINNING SOCL DANCE-LEADS,0,51,5,2,0,5,0,3,1,0,0,0,2,"Fall 2016,Fall 2016,Fall 2016,Fall 2016"
Aggregate,"GOTTLICH, SAMANTHA R",PED,104P,1-BEGINNING TENNIS,0,109,0,5,6,0,1,5,0,0,1,0,7,"Fall 2013,Spring 2014,Spring 2014"
Aggregate,"ALLEN, DOUGLAS G",EDP,383,1-BIO BASIS OF BEHAVIOR,0,36,8,2,0,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014"
Aggregate,"ROBERTSON, JOHN A",LAW,264C,1-BIOETHICS,1,3,0,2,0,0,1,0,0,0,1,0,0,Spring 2015
Aggregate,"GILL, LYNDON K",AFR,317E,1-BLACK QUEER DIASPORA AESTHS,0,4,11,7,2,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Fall 2016"
Aggregate,"ZOLDAN, JANETA",BME,382J,1-CELL AND TISSUE ENGINEERING,0,2,3,1,0,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"RUSSI, CINZIA",ITL,330K,1-CHANGE/VAR CONTEMP ITALIAN,0,11,7,5,7,2,2,3,0,0,0,1,1,"Fall 2014,Fall 2016"
Aggregate,"HAZEN-SWANN, NANCY L",HDF,395,1-CHILD AND ADOLESCENT DEVEL,0,9,2,1,0,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"BANNARD, COLIN J",LIN,373,1-CHILD LANGUAGE,0,7,10,5,2,0,1,0,0,0,0,0,0,"Fall 2013,Spring 2014"
Aggregate,"SCALA, ELIZABETH D",E,350E,1-CLASCL/SRIPTL BCKGRND OF LIT,0,2,3,4,5,2,0,0,0,0,0,0,0,Fall 2014
Aggregate,"CALZADA, ESTHER",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,7,17,8,5,0,0,0,0,0,0,0,0,"Spring 2016,Spring 2017"
Aggregate,"CASTRO, YESSENIA",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,16,14,13,6,2,2,0,1,0,0,0,0,"Spring 2015,Spring 2016,Spring 2017"
Aggregate,"FRANKLIN, CYNTHIA G",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,6,17,11,1,2,0,0,0,0,0,0,0,"Spring 2015,Spring 2016"
Aggregate,"SUDOLSKY, MITCHELL",S W,N393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,3,6,2,2,1,2,0,3,0,0,0,0,Summer 2016
Aggregate,"WINSTON, CHRISTINE D",S W,393R,1-CLIN ASSMT AND DIFFEREN DIAG,0,15,10,2,0,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"SLETTO, BJORN I",CRP,391D,1-COLLOQ ON PLANNING ISSUES,0,3,2,0,0,0,0,0,0,0,0,0,0,"Spring 2014,Fall 2014,Fall 2016"
Aggregate,"OZANNE, RACHEL L",HIS,317L,1-COLONIAL AMERICA,0,3,2,4,5,4,1,1,0,0,0,0,4,Spring 2017
Aggregate,"MINK, BARBARA P",EDA,391K,1-COMMUNITY COLLEGES,0,5,2,0,0,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"SULEMAN, MUHAMMAD A",E E,382N,1-COMPUTER ARCHITECTURE,0,24,3,6,1,1,0,0,0,0,0,0,0,"Fall 2013,Spring 2014"
Aggregate,"CARLSON, CINDY I",EDP,382,1-CONSULTATION THEORY AND PROC,0,12,0,2,0,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"MOORE, LORRAINE M",POR,350F,1-CONTEMPORARY BRAZILIAN FILM,0,11,2,0,0,0,0,0,0,0,0,0,0,Fall 2015
Aggregate,"CHANG, SUNG-SHENG",CHI,340,1-CONTEMPORARY CHINESE LIT,0,8,2,2,1,0,0,0,0,0,0,0,1,"Spring 2014,Fall 2014,Fall 2015"
Aggregate,"JOHNSON, THOMAS J",J,381,1-CONTENT ANALYSIS,0,4,2,0,0,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"SCHROEDER-ARCE, ROXANNE",T D,351T,1-CREATIVE DRAMA II,0,14,3,0,0,0,0,0,0,0,0,0,0,"Spring 2016,Spring 2017"
Aggregate,"DORN, EDWIN",LAH,350,1-DEFENSE POLICY,0,8,1,0,1,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014"
Aggregate,"COOPER, JOHN",CSD,293E,1-DYSPHAGIA,0,10,15,3,4,1,1,0,0,0,0,0,0,Fall 2014
Aggregate,"MEDFORD, CYDNEY M",CSD,293E,1-DYSPHAGIA,0,17,13,5,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"SHERRARD, KYLA C",CSD,293E,1-DYSPHAGIA,0,61,0,0,7,0,0,0,0,0,0,0,0,"Spring 2016,Spring 2017"
Aggregate,"SVENSEN, ERIC P",GOV,370L,1-ELECTION CAMPAIGNS,0,14,3,1,2,1,0,0,0,0,0,0,0,"Spring 2015,Fall 2014"
Aggregate,"DJURDJANOVIC, DRAGAN",M E,380Q,1-ENGR ANLY: ANALYTICAL METHS,0,2,6,1,2,1,0,0,0,0,0,0,0,Spring 2015
Aggregate,"MOON, TESSIE J",M E,380Q,1-ENGR ANLY: ANALYTICAL METHS,0,5,4,3,1,0,0,0,0,0,0,0,0,Spring 2017
Aggregate,"MINICH, JULIE A",MAS,319,1-ETHNCTY & GENDER: LA CHICANA,0,2,9,6,5,2,0,0,0,0,0,0,0,"Fall 2013,Fall 2014"
Aggregate,"LOUIS, WILLIAM R",HIS,380L,1-EUR IMPERIAL: BRIT EMPIRE,0,3,2,0,0,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"BORICH, GARY D",EDP,482K,1-EXP DSGN AND STAT INF-NONMAJ,0,31,0,0,8,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"PITUCH, KEENAN A",EDP,482K,1-EXP DSGN AND STAT INFER-MAJS,0,14,2,0,0,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"EMMER, EDMUND T",EDP,482K,1-EXPER DESIGN AND STAT INFER,0,16,12,5,8,4,0,1,0,0,0,0,0,"Fall 2013,Fall 2014"
Aggregate,"PITUCH, KEENAN A",EDP,482K,1-EXPER DESIGN AND STAT INFER,0,21,3,1,0,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"MIMS, STEPHEN J",RTF,368S,1-FILM PRODUCTION THESIS,0,14,5,0,1,1,0,3,0,0,0,0,0,Spring 2016
Aggregate,"ODEN, MICHAEL",CRP,381,1-FINANCING PUBLIC SERVICES,0,12,21,0,0,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2014,Fall 2015,Fall 2016"
Aggregate,"ATIASE, FLORENCE J",ACC,380K,1-FINCL ACC STANDS AND ANLY I,0,46,37,54,29,0,0,0,0,0,0,0,0,"Spring 2014,Fall 2014,Spring 2015,Spring 2016"
Aggregate,"DONELSON, DAIN",ACC,380K,1-FINCL ACC STANDS AND ANLY I,0,54,12,39,53,13,6,2,0,0,0,0,0,"Fall 2013,Fall 2014"
Aggregate,"CHEHRAZI, NAVEED",R M,392,1-FINCL MODELING & OPTIMIZATN,0,22,5,0,1,0,0,0,0,0,0,0,0,"Spring 2016,Fall 2016"
Aggregate,"CRAIG, JANE S",TXA,264L,1-FLAT PATTERN,0,11,7,1,20,10,0,0,1,0,0,0,0,"Spring 2014,Spring 2015"
Aggregate,"VILLARREAL, NICOLE",TXA,264L,1-FLAT PATTERN,0,2,6,2,9,2,2,2,2,0,0,0,0,Spring 2015
Aggregate,"HANDLER, ROBERT",ASE,382Q,1-FOUNDATNS OF FLUID MECHANICS,0,5,9,8,2,1,1,2,0,0,0,0,0,Fall 2015
Aggregate,"MASLOWSKY, JULIE",HED,370K,1-FOUNDATNS OF HLTH PROMOTN I,0,59,32,19,35,8,5,13,2,1,0,1,3,"Fall 2014,Spring 2016,Fall 2016"
Aggregate,"PASCH, KERYN E",HED,370K,1-FOUNDATNS OF HLTH PROMOTN I,0,34,29,7,19,3,4,4,2,1,0,0,1,"Fall 2013,Fall 2015"
Aggregate,"SPAULDING, CAROL J",HED,370K,1-FOUNDATNS OF HLTH PROMOTN I,0,47,18,15,13,1,2,2,1,0,0,0,0,"Spring 2015,Fall 2015"
Aggregate,"BERETVAS, SUSAN N",EDP,380E,1-FUNDAMENTAL STATISTICS,0,65,1,1,0,0,0,0,0,0,0,0,0,Fall 2014
Aggregate,"BORICH, GARY D",EDP,380E,1-FUNDAMENTAL STATISTICS,0,32,3,0,5,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"COLLINS, SARAH M",EDP,380E,1-FUNDAMENTAL STATISTICS,0,18,3,1,2,0,0,0,0,0,0,0,1,Spring 2015
Aggregate,"HIDROVO CHAVEZ, CARLOS H",M E,381P,1-FUNDMTL OF INCOMPRESSBL FLOW,0,8,6,4,5,3,0,0,0,0,0,0,0,Fall 2013
Aggregate,"TOPRAC, PAUL K",ART,379S,1-GAME DEVEL CPSTN: 2-D GAMES,0,8,1,1,0,0,1,0,0,0,0,0,0,Fall 2015
Aggregate,"HUMMER, ROBERT A",SOC,389K,1-GEN APPROACH TO STUDY OF POP,0,7,2,1,0,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"DOMINGUEZ-RUVALCABA, HECT",SPN,350K,1-GEND ISS CONTEMP LAT AM CIN,0,28,9,3,6,4,2,0,0,0,0,1,0,"Spring 2014,Spring 2015,Spring 2016"
Aggregate,"ADAIR, JENNIFER K",EDC,385G,1-GLBL COMP EARLY CHILDHOOD,0,11,1,0,1,0,0,0,0,0,0,0,0,"Spring 2015,Fall 2015,Fall 2016"
Aggregate,"GILMSON, SOPHIA",MUS,281P,1-GRADUATE PEDAGOGY: PIANO I,0,6,2,0,0,0,0,0,0,0,0,0,0,Fall 2016
Aggregate,"HANBY, SHANNON C",HED,378D,1-HEALTHYHORNS,0,14,2,5,0,0,0,0,0,0,0,0,0,Fall 2016
Aggregate,"AMORUSO, MICHAEL",R S,316U,1-HIST OF RELIGION IN THE US,0,11,4,1,0,0,0,0,0,1,0,0,0,Spring 2017
Aggregate,"DORAN, JUSTIN M",R S,316U,1-HIST OF RELIGION IN THE US,0,9,2,1,0,1,0,0,0,0,0,0,0,Spring 2017
Aggregate,"LUNDY, STEVEN J",AHC,325,1-HIST OF ROME: THE REPUBLIC,0,4,6,8,7,7,2,4,0,0,1,0,2,"Fall 2013,Spring 2014"
Aggregate,"LUSHKOV, AYELET H",AHC,325,1-HIST OF ROME: THE REPUBLIC,0,9,4,8,2,3,2,0,2,0,0,0,1,"Fall 2014,Spring 2015"
Aggregate,"RIGGSBY, ANDREW M",AHC,325,1-HIST OF ROME: THE REPUBLIC,0,1,5,0,0,3,2,0,3,0,0,0,0,"Spring 2015,Fall 2015,Spring 2016"
Aggregate,"KAHN, TERRY D",CRP,388,1-HOUSING DEMAND & PRODUCTION,0,10,7,0,0,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"NEMY, PHILIP P",RTF,347C,1-HOW HOLLYWOOD WORKS-L A,0,0,0,2,8,3,2,3,2,1,0,0,1,"Fall 2013,Spring 2014,Fall 2014,Spring 2015,Spring 2016,Fall 2015,Spring 2017,Fall 2016"
Aggregate,"NEMY, PHILIP P",RTF,347C,1-HOW HOLLYWOOD WORKS-LA,0,11,17,19,26,16,9,5,3,1,1,0,1,"Fall 2013,Spring 2014,Fall 2014,Spring 2015,Spring 2016,Fall 2015,Spring 2017,Fall 2016"
Aggregate,"CORLISS, STEPHANIE B",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,22,25,20,17,5,4,3,1,0,1,1,5,"Fall 2014,Spring 2015,Fall 2015,Spring 2016,Fall 2016"
Aggregate,"FREEMAN, JENNIFER L",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,8,7,5,4,2,0,0,1,0,0,0,0,Fall 2014
Aggregate,"WALKER, JOSHUA D",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,22,25,18,10,8,6,1,1,2,1,0,4,"Fall 2014,Spring 2015,Fall 2015,Spring 2016,Fall 2016"
Aggregate,"WEINSTEIN, CLAIRE E",EDP,310,1-INDIVIDUAL LEARNING SKILLS,0,42,78,46,62,48,21,21,6,7,6,1,18,"Fall 2013,Spring 2014"
Aggregate,"BENTLEY-EDWARDS, KEISHA L",EDP,385,1-INDIVIDUAL THRU LIFE CYCLE,0,7,7,2,4,2,0,0,0,0,0,0,0,Fall 2013
Aggregate,"NEFF, KRISTIN",EDP,385,1-INDIVIDUAL THRU LIFE CYCLE,0,17,1,0,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"DONOVAN-KICKEN, ERIN E",CMS,386K,1-INTERPERSONAL COMM THEORY,0,9,1,2,0,0,0,0,0,0,0,0,0,Fall 2013
Aggregate,"MCGLONE, MATTHEW S",CMS,386K,1-INTERPERSONAL COMM THEORY,0,5,2,0,0,0,0,0,0,0,0,0,0,Fall 2015
Aggregate,"RAMAN, VENKATRAMANAN",M E,382N,1-INTRO COMPUTATNL FLUID DYNAM,0,6,0,1,0,1,0,0,0,0,0,0,0,Spring 2014
Aggregate,"DONNELL, MICHAEL",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,14,5,4,6,3,1,2,1,0,1,0,0,Spring 2015
Aggregate,"MOORE, LESLIE A",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,50,29,16,12,2,4,2,1,0,0,0,3,"Spring 2017,Fall 2016"
Aggregate,"ROCHLEN, AARON B",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,36,24,12,18,7,3,3,0,0,0,0,1,"Fall 2013,Fall 2014,Fall 2015"
Aggregate,"SANCHEZ, DELIDA",EDP,367,1-INTRO INDIV COUNS & PSYCOTH,0,45,16,8,3,6,1,2,0,0,1,0,2,"Fall 2013,Spring 2015"
Aggregate,"BERRY, DAINA R",AFR,317D,1-INTRO TO AFRICAN AMER HIST,0,18,15,13,11,10,6,3,4,1,2,1,2,"Spring 2015,Fall 2015,Spring 2017"
Aggregate,"CHO, ALEXANDER",AMS,315,1-INTRO TO ASIAN AMER STUDIES,0,9,5,3,3,2,2,0,1,1,0,0,1,"Fall 2014,Fall 2015"
Aggregate,"BANNARD, COLIN J",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,14,8,3,1,0,0,0,0,0,0,0,0,Spring 2014
Aggregate,"BEAVER, DAVID I",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,14,6,2,0,2,1,1,0,0,1,0,2,Spring 2016
Aggregate,"TEODORESCU, VIORICA A",CGS,360,1-INTRO TO COGNITIVE SCIENCE,0,4,3,5,5,3,1,0,0,0,0,0,1,Spring 2015
Aggregate,"CRAWFORD, RICHARD H",M E,392G,1-INTRO TO COMPUTER GRAPHICS,0,5,1,0,1,0,0,0,0,0,0,0,1,"Fall 2013,Spring 2016"
Aggregate,"MURPHY, RICHARD",ECO,385K,1-INTRO TO LABOR ECONOMICS,0,3,4,2,0,0,0,0,0,0,0,0,0,Fall 2015
Aggregate,"OETTINGER, GERALD S",ECO,385K,1-INTRO TO LABOR ECONOMICS,0,4,7,4,0,1,0,0,0,0,0,0,0,Fall 2016
Aggregate,"LAUX, VOLKER",ACC,387,1-INTRO TO MANAGERIAL ACC,0,20,12,24,19,9,1,1,0,0,0,0,0,"Fall 2014,Fall 2015,Fall 2016"
Aggregate,"MASADA, GLENN Y",M E,384Q,1-INTRO TO MODERN CONTROL,0,19,8,8,9,0,4,0,0,1,0,0,0,"Spring 2015,Spring 2014,Spring 2017"
Aggregate,"YU, GUIHUA",M E,386P,1-INTRO TO PHASE TRANSFORMATNS,0,20,21,10,0,0,0,0,0,0,0,0,0,"Spring 2014,Spring 2015,Spring 2017"
Aggregate,"JOHNSON, TRAVIS L",FIN,397,1-INVESTMENT THEORY & PRAC-MPA,0,3,4,5,0,0,0,0,0,0,0,0,0,"Fall 2013,Fall 2013,Fall 2014"
Aggregate,"JOHNSON, TRAVIS L",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,15,20,9,22,5,0,0,0,0,0,0,0,"Fall 2013,Fall 2013,Fall 2014"
Aggregate,"MCABEER, IAN P",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,10,7,7,4,3,0,0,0,0,0,0,0,Fall 2016
Aggregate,"RITTER, JOHN T",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,16,20,12,14,0,0,0,0,0,0,0,0,"Spring 2015,Fall 2015"
Aggregate,"SCHNEIDER, JAN",FIN,397,1-INVESTMENT THEORY & PRACTICE,0,4,5,5,5,1,0,0,0,0,0,0,0,Spring 2014
Aggregate,"LEEDS, SANFORD J",FIN,F397,1-INVESTMENT THRY/PRAC-EMBA,0,10,5,2,12,1,0,0,0,0,0,0,0,Summer 2016
Aggregate,"MOORE, LESLIE A",EDP,312,1-ISSUES/DEBATES IN LIFE DEVEL,0,41,16,6,11,5,1,2,1,2,0,0,2,"Fall 2013,Fall 2014,Fall 2015"
Aggregate,"BARCHAS, JANINE",E,349S,1-JANE AUSTEN,0,13,31,26,21,8,4,1,2,0,0,0,2,"Fall 2013,Spring 2015,Spring 2016,Spring 2017"
Aggregate,"MOORE, LISA L",E,S349S,1-JANE AUSTEN,0,13,4,2,2,0,1,0,0,0,0,0,2,Summer 2016
Aggregate,"DUNLOP, KATHERINE L",PHL,329M,1-KANT'S CRITIQ OF PURE REASON,0,3,6,3,2,2,1,0,0,0,0,0,1,Spring 2016
Aggregate,"BOOTH, JAMES",LIN,350,1-LANGUAGE AND THE BRAIN,0,4,2,2,5,3,5,2,1,2,2,0,1,Spring 2017
Aggregate,"CHANDRASEKARAN, BHARATH",LIN,350,1-LANGUAGE AND THE BRAIN,0,12,17,21,11,2,1,3,1,1,1,1,1,"Fall 2013,Fall 2015"
Aggregate,"TERZENBACH, LAUREN",LIN,350,1-LANGUAGE AND THE BRAIN,0,11,2,3,7,0,5,7,3,0,2,0,1,Fall 2014
Aggregate,"FLORES, RICHARD R",L A,104R,"1-LEADRSHP, ETHICS, & SOCIETY",0,23,14,2,3,1,1,0,0,0,0,0,0,"Spring 2015,Fall 2014,Fall 2015,Spring 2016,Spring 2017,Fall 2016"
Aggregate,"HINOJOSA SMITH, ROMEO ROL",E,342,1-LIFE/LIT OF SOUTHWEST-MEX AM,0,4,9,1,6,1,0,0,0,0,0,0,0,Fall 2015
Aggregate,"HINOJOSASMITH, ROMEO",E,342,1-LIFE/LIT OF SOUTHWEST-MEX AM,0,11,12,0,2,0,0,0,0,0,0,0,0,"Fall 2013,Spring 2014"
Aggregate,"HARLOW, BARBARA J",E,360S,1-LITERATURE & SOCIAL JUSTICE,0,6,4,2,6,1,0,2,1,0,0,0,0,"Spring 2015,Spring 2016"
Aggregate,"CARTER, MIA E",E,314J,1-LITERATURE AND FILM,0,0,6,8,6,1,0,0,0,0,0,0,0,Fall 2016
Aggregate,"GOAD, RHIANNON J",E,314J,1-LITERATURE AND FILM,0,6,7,2,3,0,3,1,0,0,0,0,0,Fall 2016
Aggregate,"JEWELL, BRIANNA C",E,314J,1-LITERATURE AND FILM,0,7,6,17,8,4,4,0,0,0,0,0,1,Fall 2016
Aggregate,"JONES, ROBERT W",E,314J,1-LITERATURE AND FILM,0,3,5,2,3,2,2,0,1,0,0,0,1,Fall 2014
Aggregate,"OREM, SARAH R",E,314J,1-LITERATURE AND FILM,0,5,11,3,3,0,0,0,0,0,0,0,0,Fall 2015
